firstname,commonname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,managerid,accessorycode4,hairtypecode,lipcolor,skinsurfacepack,accessorycode3,accessorycolourcode1,headtypecode,height,seasonaloutfitid,birthdate,skinmakeup,weight,hashighqualityhead,eyedetail,gender,headassetid,ethnicity,faceposerpreset,teamid,eyecolorcode,personalityid,accessorycolourcode3,accessorycode1,headclasscode,nationality,sideburnscode,accessorycolourcode4,headvariation,skintonecode,outfitid,skincomplexion,accessorycode2,hairstylecode,bodytypecode,managerjointeamdate,accessorycolourcode2,facialhaircolorcode
Luis,Luis de la Fuente,de la Fuente,60201,0,24,243,272689,0,0,0,253101,0,1,2517,173,5541,138312,0,75,1,2,0,272689,3,0,1362,3,0,0,300,0,45,0,0,0,4,5517,3,0,0,88,160762,0,24
Jon Dahl,,Tomasson,1130101,0,5,0,254883,0,155,0,242101,0,0,3,182,5511,143860,0,75,0,2,0,254883,3,0,1363,2,0,0,0,1,13,0,0,0,3,5713,4,0,0,82,161211,0,1
Sergiy,,Rebrov,2190101,0,9,246,250494,0,150,0,250101,0,0,3510,173,5509,143042,0,75,0,2,0,250494,2,0,1366,1,0,0,0,1,49,0,0,0,2,5526,4,0,0,88,160943,0,23
Craig,,Bellamy,2080000,0,19,246,73384,0,77,0,242102,0,0,56,175,5509,144908,0,75,0,2,0,73384,3,0,1367,1,1,0,0,1,50,0,0,0,3,5507,1,0,0,81,161341,0,5
Lionel,,Scaloni,2150101,0,0,255,8842,0,65,0,244101,0,0,34,182,5510,144485,0,80,0,2,0,8842,3,0,1369,3,0,0,0,1,52,0,0,0,3,5566,1,0,0,82,159173,0,0
Javier,,Aguirre,60201,0,8,0,192945,0,175,0,253101,0,0,46,173,5511,137379,0,75,1,2,0,192945,2,0,1386,3,1,0,0,0,83,0,0,0,4,5505,2,0,0,88,160503,0,9
,,,2150301,0,3,246,8885,0,174,0,253101,0,0,2512,182,5511,145139,0,81,0,2,0,26543,2,0,1387,7,0,0,0,0,52,0,0,0,2,5510,2,0,0,82,161434,0,22
Vasco Miguel,Vasco Matos,Lopes Matos,2150301,0,3,253,75367,0,161,0,243101,0,0,1553,175,5520,145363,0,75,0,2,0,75367,4,0,1438,10,0,0,0,1,38,0,0,0,4,5522,4,0,0,82,160967,0,0
Stefan,,Larsson,60201,0,6,255,73634,0,0,0,242101,0,0,3514,183,5509,146196,0,75,0,2,0,73634,2,0,1439,2,0,0,0,1,46,0,0,0,2,5566,2,0,0,82,161322,0,6
Jakob,,Poulsen,60201,0,6,251,70773,0,160,0,232101,0,0,47,181,5532,146363,0,75,0,2,0,70773,2,0,1443,2,0,0,0,1,13,0,0,0,2,5707,2,0,0,82,161151,0,6
Thomas,,Nørgaard,2320401,0,6,287,250583,0,77,0,242101,0,0,57,178,5707,145913,0,75,0,2,0,250583,2,0,1447,3,1,0,0,1,13,0,0,0,2,5520,4,0,0,83,160769,0,6
Knut,,Rønningene,60201,0,6,287,75706,0,117,0,232001,0,0,15,184,5511,147641,0,75,0,2,0,75706,2,0,1456,1,0,0,0,1,36,0,0,0,2,5710,2,0,0,82,161468,0,6
Sancheev,,Manoharan,2150000,0,22,251,279744,0,65,0,232001,0,1,3516,180,5551,147482,0,75,0,2,0,279744,5,0,1463,3,0,0,300,1,13,0,0,0,5,5728,5,0,0,82,161295,0,22
Pan Gon,Kim Pan Gon,Kim,2320401,0,19,0,73906,0,79,0,241101,0,0,519,178,5507,141183,0,75,0,2,0,73906,4,0,1473,9,0,0,0,1,167,0,0,0,4,5523,3,0,0,82,161358,0,0
Tae Ha,Park Tae Ha,Park,1140401,0,0,287,250558,0,145,0,241101,0,0,552,177,5545,140846,0,75,0,2,0,250558,4,0,1474,3,1,0,0,1,167,0,0,0,4,5514,1,0,0,82,161134,0,0
Do Heon,Kim Do Heon,Kim,2150000,0,0,0,72399,0,1090,0,242101,0,0,509,177,5526,146005,0,75,0,2,0,136265,4,0,1477,9,0,0,0,1,167,0,0,0,4,5567,4,0,0,82,161298,0,0
Hak Bum,Kim Hak Bum,Kim,2150101,0,0,0,249519,0,290,0,253101,0,0,501,174,5530,137835,0,75,0,1,0,249519,4,0,1478,9,1,0,0,1,167,0,0,0,4,5525,3,0,0,88,161124,0,21
,,,60201,0,5,287,278890,0,231,0,253101,0,0,30,194,5511,145139,0,75,0,2,0,26541,2,3,1480,6,0,0,0,0,14,0,0,0,2,5510,2,0,0,85,161413,0,20
Thomas,,Thomasberg,2150101,0,23,253,41039,0,155,0,250101,0,0,2008,180,5511,143176,0,75,0,2,0,41039,1,0,1516,6,1,0,0,1,13,0,0,0,1,5506,1,0,0,82,159141,0,22
,,,2150301,0,21,0,248947,0,0,0,232001,0,0,4011,181,5528,145139,0,75,0,2,0,26538,4,0,1530,2,0,0,0,0,18,0,0,0,4,5510,4,0,0,82,160851,0,9
John,,Caulfield,2290103,0,24,287,249697,0,290,0,261001,0,0,41,180,5718,139520,0,75,0,2,0,249697,1,0,1571,3,1,0,0,1,25,0,0,0,1,5718,1,0,0,83,159923,0,0
Kevin,,Doherty,2190101,6,23,287,265779,0,189,0,243101,0,0,2014,193,5527,145188,0,75,0,2,0,265779,3,0,1572,6,0,0,0,1,25,0,0,0,3,5510,3,0,0,85,160391,0,6
,,,30301,0,0,0,63011,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1629,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Alessandro,,Mangiarratti,60201,0,5,259,70508,0,43,0,242101,0,0,4021,182,5511,144607,0,75,0,2,0,70508,2,0,1704,8,0,0,0,1,47,0,0,0,2,5569,2,0,0,82,161089,0,6
Ognjen,,Zaric,60201,0,0,0,73744,0,65,0,232001,0,0,2013,181,5509,148381,0,75,0,2,0,73744,2,0,1713,3,0,0,0,1,4,0,0,0,2,5566,1,0,0,82,161333,0,0
,,,60201,0,6,40,273043,0,25,0,232001,0,0,2009,183,5580,145139,0,75,0,2,0,26538,2,0,1738,2,0,0,0,0,18,0,0,0,2,5568,2,0,0,82,161333,0,6
Paolo,,Mandelli,60201,0,24,45,75663,0,165,0,253101,0,1,1548,175,5527,140669,0,75,0,2,0,75663,1,0,1744,2,0,0,300,1,27,0,0,0,1,5521,1,0,0,82,161458,0,8
Francesc,Cesc Fàbregas,Fàbregas i Soler,2190000,0,0,45,279104,0,676,0,234101,0,0,1512,179,5558,147760,0,75,1,2,0,162895,4,1,1745,3,0,0,0,0,45,0,0,0,3,5510,4,0,0,8,161333,0,3
Roberto,,D'Aversa,2080000,0,23,287,164378,0,77,0,232001,0,0,2519,184,5509,143477,0,75,0,2,0,164378,2,0,1746,7,0,0,0,1,27,0,0,0,2,5501,2,0,0,82,161334,0,23
Miron,,Muslic,60201,0,23,46,260437,0,172,0,242101,0,0,4002,184,5557,146067,0,75,0,2,0,260437,4,0,1750,3,1,0,0,1,4,0,0,0,4,5718,4,0,0,82,160682,0,23
Jakob,,Michelsen,2080000,0,8,255,249625,0,92,0,242101,0,0,3503,174,5535,145353,0,75,0,2,0,249625,2,0,1756,8,0,0,0,1,13,0,0,0,2,5718,3,0,0,88,160429,0,6
Hans Erik,,Ødegaard,2150101,0,3,259,260345,0,670,0,242101,0,0,69,180,5511,142908,0,75,0,2,0,260345,3,0,1757,2,0,0,0,1,36,0,0,0,3,5506,4,0,0,82,160056,0,9
Rasmus,,Bertelsen,2290101,0,5,255,250346,0,290,0,240201,0,0,37,176,5511,146530,0,75,0,3,0,250346,3,0,1786,1,0,0,0,1,13,0,0,0,3,5521,4,0,0,83,160867,0,27
Peter,,Pacult,40101,0,24,28,262605,0,682,0,252102,0,0,1548,182,5527,137710,0,75,0,2,0,262605,3,0,1787,8,1,0,0,1,4,0,0,0,3,5566,2,0,0,82,160059,0,9
Jens,,Fønsskov Olsen,60201,0,2,246,73116,0,156,0,242101,0,0,2016,179,5511,143403,0,75,0,2,0,73116,2,0,1788,1,0,0,0,1,13,0,0,0,2,5520,2,0,0,82,161333,0,5
,,,60201,0,3,287,273650,0,65,0,232001,0,0,33,186,5511,145139,0,75,0,2,0,26541,2,3,1790,6,0,0,0,0,14,0,0,0,2,5520,2,0,0,85,160805,0,0
,,,70000,0,1,0,273049,0,122,0,232001,0,0,42,180,5557,145139,0,75,0,2,0,26541,1,3,1792,6,0,0,0,0,13,0,0,0,1,5718,1,0,0,82,161301,0,2
,,,2150301,0,6,251,274506,0,293,0,223101,0,0,55,175,5511,145139,0,75,0,2,0,26543,3,0,1793,7,1,0,0,0,45,0,0,0,3,5722,3,0,0,82,160980,0,0
,,,2320301,0,9,287,249119,0,122,0,253101,0,0,57,180,5530,145139,0,75,0,2,0,26539,2,0,1794,1,1,0,0,0,14,0,0,0,2,5526,2,0,0,82,161124,0,8
,,,70000,0,6,251,71582,0,101,0,223101,0,0,1536,175,5555,145139,0,75,0,2,0,26543,1,0,1795,7,0,0,0,0,14,0,0,0,1,5551,1,0,0,82,161219,0,5
,,,70000,1,6,287,8517,0,230,0,223101,0,0,2019,175,5541,145139,0,69,0,2,0,26541,2,3,1796,6,0,0,0,0,14,0,0,0,2,5501,2,0,0,82,161337,0,6
,,,1170502,0,15,0,250542,0,92,0,253101,0,1,1546,170,5509,145139,0,75,0,2,0,26539,2,0,1797,1,1,0,300,0,42,0,0,0,2,5582,2,0,0,89,161258,0,4
,,,1130101,0,8,287,269824,0,284,0,232001,0,0,3516,174,5557,145139,0,75,0,0,0,26540,3,3,1798,1,0,0,0,0,14,0,0,0,3,5715,1,0,0,89,161419,0,23
Oliver,,Glasner,2320101,0,19,0,152260,0,688,0,242101,0,0,2019,181,5527,143128,0,72,0,2,0,152260,1,0,1799,1,1,0,0,1,4,0,0,0,1,5566,1,0,0,82,161201,0,2
,,,30301,0,0,0,63002,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1800,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,60201,0,3,0,53894,0,655,0,253101,0,0,57,183,5511,145139,0,76,0,2,0,26541,1,3,1801,6,0,0,0,0,14,0,0,0,1,5566,1,0,0,82,161383,0,3
,,,60201,0,3,259,255983,0,199,0,232001,0,0,2030,178,5511,145139,0,75,0,2,0,26541,1,3,1802,6,0,0,0,0,14,0,0,0,1,5510,1,0,0,82,161278,0,20
,,,60101,0,3,259,275200,0,149,0,232001,0,0,29,180,5511,145139,0,75,0,0,0,26543,2,0,1803,7,0,0,0,0,14,0,0,0,2,5520,1,0,0,82,160894,0,6
,,,2150301,0,9,243,101999,0,118,0,253101,0,0,2016,178,5529,145139,0,76,0,2,0,26539,2,0,1804,1,0,0,0,0,42,0,0,0,2,5713,2,0,0,82,161095,0,24
,,,2150301,0,0,0,250221,0,636,0,251101,0,0,2508,165,5509,145139,0,75,0,2,0,26543,4,0,1805,7,0,0,0,0,18,0,0,0,4,5713,4,0,0,88,161299,0,21
,,,1170502,0,3,243,75142,0,160,0,223101,0,0,4021,180,5511,145139,0,75,0,2,0,26543,3,0,1806,7,0,0,0,0,45,0,0,0,3,5506,3,0,0,82,161412,0,3
,,,60201,0,6,243,278857,0,663,0,223101,0,0,4013,184,5511,145139,0,75,0,2,0,26541,2,3,1807,6,1,0,0,0,21,0,0,0,2,5510,2,0,0,81,161071,0,2
Fabian,,Hürzeler,60101,0,3,255,273963,0,1063,0,232001,0,0,48,183,5509,149885,0,75,0,2,0,273963,2,0,1808,4,1,0,0,1,21,0,0,0,2,5520,1,0,0,81,161317,0,6
,,,2150301,0,3,287,275884,0,174,0,232001,0,0,2030,177,5511,145139,0,75,0,2,0,26543,2,0,1809,7,0,0,0,0,45,0,0,0,2,5713,2,0,0,81,160950,0,21
,,,2150301,0,9,246,250198,0,632,0,253101,0,0,1521,183,5511,145139,0,75,0,2,0,26543,2,0,1814,7,0,0,0,0,18,0,0,0,2,5510,2,0,0,82,159506,0,0
,,,2150301,0,9,0,251099,0,43,0,253101,0,0,1526,174,5509,145139,0,75,0,2,0,26538,1,0,1815,2,0,0,0,0,18,0,0,0,1,5526,1,0,0,88,161454,0,0
,,,2320101,0,0,27,8753,0,25,0,232001,0,0,1024,177,5557,145139,0,71,0,0,0,26545,9,2,1816,9,0,0,0,0,136,0,0,0,9,5565,9,0,0,82,160967,0,0
,,,2150301,0,24,0,250197,0,78,0,253101,0,0,2512,177,5556,145139,0,75,0,2,0,26539,1,0,1819,1,0,0,0,0,18,0,0,0,1,5567,1,0,0,81,160207,0,0
,,,1140101,0,0,38,276563,0,117,0,232001,0,0,2015,188,5552,145139,0,75,0,0,0,26543,2,0,1824,7,0,0,0,0,21,0,0,0,2,5566,3,0,0,84,160967,0,9
Heiner,,Backhaus,2150301,0,19,40,73220,0,37,0,243101,0,0,30,185,5527,145845,0,75,0,2,0,73220,2,0,1826,3,1,0,0,1,21,0,0,0,2,5510,2,0,0,86,161034,0,19
,,,60201,0,5,249,260230,0,655,0,232001,0,0,3500,190,5509,145139,0,75,0,2,0,26539,2,0,1831,1,1,0,0,0,13,0,0,0,2,5729,2,0,0,85,160059,0,19
,,,60201,0,23,38,256011,0,181,0,223101,0,0,1526,183,5509,145139,0,75,0,2,0,26541,2,3,1832,6,0,0,0,0,21,0,0,0,2,5522,2,0,0,82,159879,0,23
Andrea,,Sottil,60201,0,20,243,1016,0,139,0,232001,0,0,1531,185,5527,142892,0,83,1,2,0,1016,3,0,1837,2,1,0,0,0,27,0,0,0,5,5569,3,0,0,85,161393,0,8
Davide,,Nicola,1360101,0,4,255,137231,0,84,0,253101,0,0,30,177,5511,142587,0,78,0,1,0,137231,2,0,1842,2,1,0,0,1,27,0,0,0,2,5510,1,0,0,82,161336,0,9
Alessio,,Dionisi,60201,0,3,30,252399,0,218,0,232001,0,0,606,178,5560,145171,0,75,1,2,0,252399,2,4,1843,7,0,0,0,0,27,0,0,0,4,5523,2,0,0,82,161333,0,23
Moreno,,Longo,60201,0,23,259,154629,0,672,0,243101,0,0,605,176,5520,143663,0,68,0,3,0,154629,4,0,1848,3,0,0,0,1,27,0,0,0,4,5569,4,0,0,81,161333,0,23
Julián,Julián Calero,Calero Fernández,1140000,0,6,255,262324,0,0,0,242101,0,0,3516,175,5557,141726,0,75,0,2,0,262324,2,0,1853,2,0,0,0,1,45,0,0,0,2,5533,1,0,0,82,161333,0,22
Alberto,Alberto González,González Fernández,2150301,0,0,246,71745,0,37,0,242102,0,0,2017,173,5725,144872,0,75,0,2,0,71745,4,0,1854,9,0,0,0,1,45,0,0,0,4,5713,4,0,0,88,161237,0,3
José,José Bordalás,Bordalás Jiménez,240201,0,22,252,249735,0,635,0,232101,0,1,34,180,5509,139300,0,75,0,2,0,249735,4,0,1860,9,0,0,300,1,45,0,0,0,4,5567,3,0,0,82,160904,0,0
Joan Francesc,Rubi,Ferrer Sicilia,70000,0,0,287,249684,0,165,0,232001,0,0,2013,170,5509,141463,0,75,0,2,0,249684,2,3,1861,4,1,0,0,0,45,0,0,0,4,5523,2,0,0,88,161349,0,0
Ludovic,,Magnin,2320101,0,1,243,45517,0,92,0,242101,0,0,1517,185,5555,144824,0,80,0,2,0,45517,1,0,1862,2,1,0,0,1,47,0,0,0,1,5522,3,0,0,86,160563,0,1
Iván,Iván Ania,Ania Cadavieco,1140401,0,23,30,250880,0,65,0,242102,0,0,34,175,5504,144281,0,75,0,2,0,250880,4,0,1867,3,1,0,0,1,45,0,0,0,4,5523,4,0,0,82,160967,0,9
Gonçalo,,Feio,60201,0,0,252,71955,0,176,0,232001,0,0,52,174,5509,148749,0,75,0,2,0,71955,2,0,1871,3,1,0,0,1,38,0,0,0,2,5508,1,0,0,88,161251,0,0
Pascal,,Jansen,2090401,0,9,289,259935,0,0,0,250101,0,0,2516,180,5555,142550,0,75,0,2,0,259935,5,0,1874,9,0,0,0,1,34,0,0,0,5,5707,7,0,0,82,161333,0,22
Marcelo,,Gallardo,2150101,6,23,287,249983,0,1074,0,243101,0,0,2014,170,5544,143636,0,75,0,2,0,249983,4,0,1876,9,0,0,0,1,52,0,0,0,4,5502,4,0,0,88,161368,0,22
Fernando,,Gago,2150301,0,3,259,260579,0,199,0,232001,0,0,4011,178,5500,147371,0,75,0,2,0,165517,3,3,1877,3,0,0,0,0,52,0,0,0,2,5713,3,0,0,82,161438,0,22
Rui Carlos,Rui Vitória,Pinho da Vitória,2150301,0,23,45,250442,0,165,0,253101,0,0,3516,179,5556,141533,0,75,0,2,0,250442,4,0,1884,3,0,0,0,1,38,0,0,0,4,5566,4,0,0,83,161455,0,23
Marco,,Rossi,2190101,0,9,58,249995,0,0,0,253101,0,0,33,185,5540,139488,0,75,0,2,0,249995,1,0,1886,4,0,0,0,1,27,0,0,0,1,5517,1,0,0,85,159129,0,9
Rui Manuel,Rui Borges,Gomes Borges,2150000,0,9,252,264687,0,199,0,242201,0,0,42,173,5555,145633,0,75,0,2,0,264687,5,0,1887,4,0,0,0,1,38,0,0,0,5,5724,5,0,0,88,161333,0,23
Bruno Miguel,Bruno Pinheiro,Nogueira Pinheiro,60201,0,23,255,262408,0,290,0,243101,0,0,1533,170,5510,143922,0,75,0,2,0,262408,4,0,1888,4,0,0,0,1,38,0,0,0,4,5715,4,0,0,88,160785,0,22
Tiago Miguel,Tiago Margarido,Carvalho Margarido,2150000,0,3,246,72387,0,77,0,240101,0,0,44,184,5509,148369,0,75,0,2,0,72387,2,0,1891,3,0,0,0,1,38,0,0,0,2,5523,1,0,0,82,160969,0,3
Carlos Augusto,Carlos Carvalhal,Carvalhal,2150301,0,0,0,243208,0,122,0,251101,0,0,3513,178,5509,139939,0,82,1,2,0,243208,4,0,1896,3,0,0,0,0,38,0,0,0,4,5526,4,0,0,82,160726,0,0
Cristiano,,Bacci,60201,0,0,259,74305,0,220,0,242101,0,0,1509,178,5720,143440,0,75,0,2,0,74305,4,0,1898,7,1,0,0,1,27,0,0,0,4,5717,4,0,0,82,161333,0,0
Paulo César,César Peixoto,Silva Peixoto,1140401,0,0,289,259610,0,141,0,244101,0,0,1515,182,5507,145212,0,75,0,2,0,259610,4,0,1900,9,0,0,0,1,38,0,0,0,4,5717,1,0,0,82,161305,0,0
,,,2290101,0,24,0,250428,0,655,0,232001,0,0,3500,182,5555,145139,0,75,0,0,0,26539,1,0,1903,1,0,0,0,0,34,0,0,0,1,5504,1,0,0,83,161034,0,5
,,,60201,0,3,30,269322,0,649,0,253101,0,0,1514,185,5511,145139,0,75,0,2,0,26541,3,3,1904,6,1,0,0,0,7,0,0,0,3,5500,3,0,0,86,160952,0,23
,,,60201,0,23,287,249554,0,242,0,253101,0,0,2516,181,5527,145139,0,75,0,2,0,26545,7,2,1905,9,0,0,0,0,34,0,0,0,7,5718,7,0,0,82,160967,0,0
,,,2150301,0,21,287,70512,0,293,0,232001,0,0,1502,176,5509,145139,0,75,0,2,0,26540,3,3,1906,1,0,0,0,0,7,0,0,0,3,5504,3,0,0,82,161167,0,0
,,,60201,0,4,0,250301,0,292,0,253101,0,0,2515,188,5557,145139,0,75,0,2,0,26542,2,0,1907,3,1,0,0,0,7,0,0,0,2,5505,2,0,0,85,161044,0,1
,,,70000,0,3,243,254511,0,0,0,253101,0,0,3500,180,5509,145139,0,75,0,2,0,26544,1,0,1908,9,0,0,0,0,34,0,0,0,1,5718,1,0,0,82,160967,0,9
,,,1140101,0,8,0,263729,0,221,0,232001,0,0,1512,186,5555,145139,0,75,0,0,0,26543,2,0,1910,7,0,0,0,0,34,0,0,0,2,5566,2,0,0,84,159843,0,0
,,,60201,0,23,255,73011,0,656,0,232001,0,0,2031,187,5511,145139,0,75,0,2,0,26541,1,3,1913,6,0,0,0,0,34,0,0,0,1,5714,1,0,0,85,161333,0,22
,,,2320101,0,9,287,249706,0,0,0,232001,0,0,2006,175,5509,145139,0,75,0,0,0,26538,1,0,1914,2,0,0,0,0,34,0,0,0,1,5508,1,0,0,82,160967,0,1
,,,70000,0,5,287,249246,0,290,0,253101,0,0,3507,190,5555,145139,0,75,0,2,0,26544,1,0,1915,9,0,0,0,0,34,0,0,0,1,5508,1,0,0,85,158411,0,1
,,,2120000,0,6,246,266271,0,43,0,232001,0,0,2517,171,5529,145139,0,75,0,0,0,26544,2,0,1917,9,0,0,0,0,42,0,0,0,2,5718,1,0,0,87,160813,0,3
,,,60201,0,4,287,264197,0,114,0,232001,0,0,2016,182,5511,145139,0,75,0,2,0,26541,1,3,1919,6,0,0,0,0,14,0,0,0,1,5510,1,0,0,81,161096,0,6
,,,70000,0,6,243,102001,0,176,0,232001,0,0,2010,185,5509,145139,0,74,0,2,0,26541,2,3,1923,6,0,0,0,0,50,0,0,0,2,5566,2,0,0,84,160741,0,5
,,,1170502,0,9,287,250255,0,26,0,253101,0,0,33,180,5506,145139,0,75,0,2,0,26544,2,0,1924,9,1,0,0,0,14,0,0,0,2,5522,2,0,0,83,160461,0,9
Thomas,,Frank,240501,0,6,0,250581,0,10,0,250101,0,0,2004,182,5511,142805,0,75,1,6,0,250581,4,0,1925,5,0,0,0,0,13,0,0,0,3,5520,4,0,0,81,159248,0,3
,,,60201,0,9,0,234530,0,114,0,253101,0,0,3500,183,5509,145139,0,75,0,2,0,26542,2,0,1926,3,0,0,0,0,14,0,0,0,2,5510,2,0,0,83,161397,0,6
,,,2320101,0,0,266,53016,0,0,0,232001,0,0,1004,188,5510,145139,0,96,0,0,0,26545,9,2,1928,9,0,0,0,0,82,0,0,0,9,5707,7,0,0,86,161194,0,23
,,,60201,0,5,289,260112,0,227,0,232001,0,0,2007,176,5511,145139,0,75,0,2,0,26539,2,0,1929,1,0,0,0,0,14,0,0,0,2,5510,2,0,0,82,161296,0,5
,,,2290101,0,19,243,261049,0,140,0,232001,0,0,1553,173,5511,145139,0,75,0,0,0,26540,1,3,1930,1,0,0,0,0,195,0,0,0,1,5725,1,0,0,88,160096,0,6
,,,60201,0,6,287,19103,0,161,0,253101,0,0,2009,185,5511,145139,0,76,0,2,0,26541,3,3,1931,6,0,0,0,0,14,0,0,0,3,5506,3,0,0,85,160361,0,6
,,,2290101,0,6,243,53746,0,166,0,232001,0,0,17,178,5543,145139,0,76,0,0,0,26541,2,3,1932,6,1,0,0,0,14,0,0,0,2,5504,1,0,0,82,161057,0,12
,,,1360000,0,3,287,271964,0,641,0,232001,0,0,5,176,5510,145139,0,75,0,0,0,26543,2,0,1933,7,1,0,0,0,14,0,0,0,2,5566,3,0,0,81,160838,0,6
,,,60201,0,8,28,249589,0,0,0,253101,0,0,2017,173,5520,145139,0,75,0,2,0,26538,2,0,1934,2,1,0,0,0,14,0,0,0,2,5520,2,0,0,87,161449,0,24
,,,240101,0,23,289,249189,0,119,0,232001,0,0,33,175,5511,145139,0,75,0,0,0,26543,2,0,1935,7,1,0,0,0,14,0,0,0,2,5510,1,0,0,81,161154,0,9
,,,2310101,0,9,259,10884,0,92,0,232001,0,0,3512,178,5510,145139,0,85,0,0,0,26539,1,0,1936,1,0,0,0,0,50,0,0,0,1,5713,1,0,0,82,161302,0,1
,,,60201,0,3,287,70181,0,172,0,232001,0,0,58,179,5511,145139,0,75,0,2,0,26540,2,3,1937,1,0,0,0,0,14,0,0,0,2,5718,2,0,0,82,161168,0,0
,,,240101,0,9,287,19321,0,221,0,232001,0,0,1556,178,5511,145139,0,66,0,5,0,26540,1,3,1938,1,1,0,0,0,42,0,0,0,1,5707,2,0,0,83,160789,0,9
,,,2150301,0,8,287,140975,0,117,0,253101,0,0,9,185,5527,145139,0,73,0,2,0,26540,2,3,1939,1,0,0,0,0,35,0,0,0,2,5720,2,0,0,85,161284,0,9
,,,2320101,0,3,287,151182,0,75,0,232001,0,0,57,175,5511,145139,0,75,0,0,0,26539,3,0,1940,1,1,0,0,0,14,0,0,0,3,5510,1,0,0,82,160000,0,3
Andoni,Iraola,Iraola Sagarna,2150301,0,0,287,251637,0,160,0,232001,0,0,3,182,5557,145983,0,75,0,2,0,251637,2,4,1943,7,0,0,0,0,45,0,0,0,3,5713,2,0,0,82,160955,0,0
,,,2080000,0,1,259,53585,0,65,0,232001,0,0,1522,183,5511,145139,0,80,0,0,0,26539,2,0,1944,1,0,0,0,0,14,0,0,0,2,5510,1,0,0,82,161214,0,1
,,,2320101,0,5,0,250311,0,642,0,232001,0,0,3516,183,5558,145139,0,75,0,0,0,26539,2,0,1947,1,1,0,0,0,14,0,0,0,2,5713,1,0,0,82,160237,0,0
,,,60201,0,3,259,249239,0,137,0,232001,0,0,47,180,5527,145139,0,75,0,2,0,26541,2,3,1951,6,0,0,0,0,14,0,0,0,2,5522,2,0,0,81,161105,0,3
,,,60201,0,8,289,250590,0,37,0,253101,0,0,2500,192,5511,145139,0,75,0,2,0,26542,3,0,1952,3,1,0,0,0,21,0,0,0,3,5520,3,0,0,85,161302,0,8
,,,60201,0,23,0,119834,0,284,0,253101,0,0,2016,175,5557,145139,0,72,0,2,0,26539,2,0,1958,1,1,0,0,0,14,0,0,0,2,5713,2,0,0,83,160488,0,22
,,,60201,0,0,243,249959,0,0,0,253101,0,0,22,178,5509,145139,0,75,0,2,0,26538,2,0,1960,2,1,0,0,0,14,0,0,0,2,5718,2,0,0,82,161155,0,0
,,,2150301,0,23,259,250208,0,150,0,232001,0,0,43,175,5507,145139,0,75,0,2,0,26544,3,0,1961,9,1,0,0,0,14,0,0,0,3,5507,3,0,0,82,161416,0,0
,,,2150101,0,6,287,188200,0,129,0,232001,0,0,2008,180,5511,145139,0,70,0,0,0,26543,2,0,1962,7,0,0,0,0,14,0,0,0,2,5718,1,0,0,82,161120,0,3
Francisco,Paco López,López Fernández,2320401,0,0,253,249402,0,0,0,263205,0,0,4006,172,5509,140593,0,75,0,2,0,249402,2,0,1968,9,0,0,0,1,45,0,0,0,2,5504,1,0,0,88,161333,0,23
Sébastien,,Pocognoli,2150000,0,19,260,73757,0,141,0,232001,0,0,1528,181,5506,147849,0,75,0,2,0,73757,2,0,2014,3,0,0,0,1,7,0,0,0,2,5713,1,0,0,81,161339,0,19
Manfred,,Schmid,2310101,0,9,243,262712,0,122,0,250101,0,0,26,175,5521,141843,0,75,0,2,0,262712,2,0,2017,1,1,0,0,1,4,0,0,0,2,5713,1,0,0,83,161417,0,9
Andreas,,Hagen,60101,0,8,243,73969,0,119,0,242101,0,0,3500,181,5521,147318,0,75,0,2,0,73969,2,0,2041,1,0,0,0,1,36,0,0,0,2,5707,2,0,0,82,161347,0,8
Jung Yong,Chung Jung Yong,Chung,2320101,0,22,0,254575,0,111,0,252102,0,0,517,183,5507,141153,0,75,0,2,0,254575,4,0,2055,3,0,0,0,1,167,0,0,0,4,5569,1,0,0,82,160967,0,22
Chang Hyun,Park Chang Hyun,Park,2150000,0,22,287,72068,0,1069,0,241101,0,1,557,178,5509,140125,0,75,0,1,0,72068,2,0,2056,3,0,0,300,1,167,0,0,0,2,5713,4,0,0,83,161264,0,22
Ian,,Cathro,240000,0,6,45,249588,0,86,0,232101,0,0,4000,180,5529,147463,0,75,0,2,0,249588,1,0,10020,2,0,0,0,1,42,0,0,0,1,5500,1,0,0,82,161333,0,7
,,,2090301,0,0,243,249125,0,0,0,232001,0,0,7,183,5557,145139,0,75,0,2,0,26538,1,0,10029,2,1,0,0,0,4,0,0,0,1,5566,1,0,0,82,161470,0,23
,,,60201,0,2,255,249957,0,39,0,232001,0,0,2515,178,5552,145139,0,75,0,2,0,26541,3,3,10030,6,1,0,0,0,21,0,0,0,3,5522,3,0,0,82,160237,0,3
Mattia,,Croci-Torti,2210102,6,9,287,264598,0,310,0,242101,0,0,1554,178,5557,145910,0,75,0,2,0,264598,3,0,10032,4,0,0,0,1,47,0,0,0,3,5521,3,0,0,82,160318,0,20
