firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Agathe,Leyrac,120102,0,1,0,571,0,1,31,132101,5506,1,172,2218,315,147768,1,4,62,2,1,40954,3,8,0,0,0,0,0,2,0,500,267557,18,2,0,30,0,2,1
Alizée,Le Bihan,70102,0,3,0,530,0,1,31,132101,5504,1,170,2218,315,146109,1,4,61,2,1,40961,3,2,0,0,0,0,0,3,0,500,267558,18,2,0,30,0,7,0
Jennifer,Vesnier,1170502,0,6,0,505,0,1,31,132101,5502,1,168,2218,315,147427,1,4,58,2,1,40958,0,8,0,0,0,0,0,2,0,500,267559,18,2,0,30,0,8,6
Claire,Linglet,120102,0,0,0,524,0,1,31,130101,10009,1,166,2218,315,147523,1,4,57,2,1,40951,3,9,0,0,0,0,0,9,0,500,267560,18,8,0,30,0,8,0
Sandra,Drajcković,70102,0,6,0,532,0,1,31,122101,7501,1,177,76,315,146938,1,4,60,2,1,40959,3,2,0,0,0,0,0,2,0,500,267703,10,3,0,30,0,1,6
Iris,Pavlidou,70102,0,1,0,647,0,1,31,122101,9001,1,178,76,315,146938,1,4,60,2,1,40950,0,5,0,0,0,0,0,4,0,500,267705,22,3,0,30,0,1,1
Tereza,Bartonĕcová,70102,0,1,0,560,0,1,31,132101,7502,1,184,76,315,146938,1,4,60,2,1,40756,4,1,0,0,0,0,0,2,0,500,267706,12,2,0,30,0,1,1
Audra,Didgalviskaitė,70102,0,0,0,636,0,1,31,132101,7502,1,182,76,315,146938,1,4,60,2,1,40954,3,8,0,0,0,0,0,2,0,500,267707,30,3,0,30,0,2,0
Tilda,Mustakari,70102,0,1,0,538,5,1,31,122101,9510,1,176,76,315,146938,2,4,60,2,1,40955,4,1,0,0,0,0,0,1,0,500,267708,17,1,0,30,0,1,1
Inaya,Okech,70102,0,0,0,435,0,1,31,130101,10024,1,176,78,315,146938,1,4,60,2,1,40960,3,3,0,0,0,0,0,6,0,500,267709,141,9,0,30,0,1,1
Arijana,Loraj,70102,0,3,0,532,0,1,31,122101,9002,1,182,78,315,146938,1,4,60,1,1,40959,3,2,0,0,0,0,0,2,0,500,267710,1,4,0,30,0,1,0
Elvisa,Trto,70102,0,1,0,75,0,1,31,122101,7501,1,178,78,315,146938,1,4,62,2,1,40954,3,8,0,0,0,0,0,2,0,500,267711,8,3,0,30,0,2,1
Axeliane,Clarke,70102,0,3,0,530,0,1,31,122101,6010,1,175,78,315,146938,1,4,60,1,1,40957,3,3,0,0,0,0,0,2,0,500,267712,70,4,0,30,0,2,1
Kertu,Meitsar,70102,0,3,0,504,0,1,31,122101,5509,1,182,2136,315,146938,1,4,62,2,1,40958,0,8,0,0,0,0,0,2,0,500,267713,208,2,0,30,0,2,0
Netra,Sudrajat,70102,0,3,0,581,0,1,31,122101,6003,1,179,2136,315,146938,1,4,60,1,1,40957,3,3,0,0,0,0,0,2,0,500,267714,160,4,0,30,0,2,1
Skaidra,Vējiņa,70102,0,5,0,512,0,1,31,122101,7502,1,184,2136,315,146938,1,4,65,2,1,40950,0,5,0,0,0,0,0,4,0,500,267715,28,2,0,30,0,1,1
Pintyőke,Magyar,70102,0,3,0,538,0,1,31,132101,9000,1,178,2136,315,146938,1,4,60,2,1,40757,4,4,0,0,0,0,0,3,0,500,267716,23,2,0,30,0,1,3
Maddison,Streatfield,1170502,0,3,0,536,0,1,31,132101,5509,1,178,351,315,147328,1,4,61,2,1,40961,3,2,0,0,0,0,0,3,0,500,268495,195,2,0,30,0,2,0
Isla,Nulliner,70102,0,2,0,562,0,1,31,122101,5501,1,172,351,315,147937,1,4,61,2,1,40959,3,2,0,0,0,0,0,2,0,500,268496,195,2,0,30,0,2,0
Clémentine,Lavenir,60302,0,3,0,517,0,1,31,132101,5509,1,177,2218,315,145717,1,4,64,2,1,40757,4,4,0,0,0,0,0,3,0,500,268586,18,2,0,30,0,1,3
Gaëlle,Hauchard,1170502,0,5,0,524,5,1,31,143101,5510,1,174,2218,315,147902,2,4,61,2,1,40956,0,2,0,0,0,0,0,2,0,500,268587,18,2,0,30,0,2,6
Danish Nabil,Riaz,2150301,0,0,0,65,0,1,31,224001,517,1,184,41,315,145080,0,4,73,2,0,27115,3,9,0,0,0,0,0,3,0,500,268869,36,5,0,30,0,1,0
Suad,Hajradinović,60201,0,9,0,65,0,1,31,232001,3502,1,187,56,315,145080,0,4,78,2,0,27092,3,5,0,0,0,0,0,2,0,500,268870,46,4,0,30,0,5,0
Hakan,Bozbakan,60201,0,21,0,16,0,1,31,221001,2015,1,186,19,315,147027,0,4,75,1,0,27051,0,3,0,0,0,0,0,4,0,500,269241,48,4,0,30,0,5,3
Baran,Kocaoğul,2150301,0,20,0,77,0,1,31,224001,2005,1,189,19,315,147027,0,4,80,2,0,27080,0,4,0,0,0,0,0,4,0,500,269242,48,5,0,30,0,5,3
Ábel,Medvés,60201,0,3,0,636,0,1,31,224001,11,1,188,330,315,147027,0,4,82,2,0,27067,0,2,0,0,0,0,0,3,0,500,269266,23,4,0,30,0,5,0
Sunny,Gill,2150301,0,3,289,293,0,1,31,221001,605,1,185,60,315,146658,0,4,86,1,0,27032,3,3,0,0,0,1,0,7,0,500,269917,159,4,0,30,0,5,3
Adam,Herczeg,60201,0,6,287,160,0,1,31,232001,34,1,178,60,315,147047,0,4,77,2,0,27071,0,2,0,0,0,1,0,2,0,500,269918,14,2,0,30,0,1,6
Thomas,Kirk,60201,0,6,0,65,0,1,31,223101,4015,1,179,60,315,148602,0,4,73,2,0,27036,4,10,0,0,0,1,0,2,0,500,269936,14,2,0,30,0,2,19
Thomas,Parsons,70000,0,1,0,243,0,1,31,223101,2027,1,176,60,302,147594,0,4,73,2,0,27071,0,2,0,0,0,1,0,2,0,500,269938,14,1,0,30,0,2,5
Martin,Woods,60201,0,6,0,289,0,1,31,253101,1511,1,178,60,315,146473,0,4,76,2,0,27078,4,5,0,0,0,1,0,1,0,500,269939,14,2,0,30,0,2,20
Ryan,Atkin,1170502,0,19,243,140,0,1,31,232001,68,1,183,60,315,146895,0,4,79,2,0,27071,0,2,0,0,0,1,0,2,0,500,270283,14,2,0,30,0,2,5
Aaron,Bannister,60201,0,19,0,655,0,1,31,232001,3500,1,178,60,315,148805,0,4,76,2,0,27036,4,10,0,0,0,1,0,2,0,500,270284,14,2,0,30,0,2,5
Lisa,Benn,1170502,0,19,0,583,5,1,31,143101,5500,1,176,2216,315,149281,2,4,71,2,1,40956,0,2,0,0,0,1,0,2,0,500,270285,14,2,0,30,0,3,16
Abigail,Byrne,120102,0,2,0,596,0,1,31,132101,9006,1,170,2216,315,149572,1,4,66,2,1,40958,0,8,0,0,0,1,0,2,0,500,270286,14,2,0,30,0,8,2
Wayne,Cartmel,70000,0,0,0,40,0,1,31,253101,4008,1,178,60,302,148828,0,4,74,2,0,27112,0,5,0,0,0,1,0,2,0,500,270288,14,2,0,30,0,1,1
Matt,Corlett,60201,0,20,0,230,0,1,31,232001,34,1,181,2216,315,149421,0,4,80,2,0,27071,0,2,0,0,0,1,0,2,0,500,270289,14,2,0,30,0,2,6
Kirsty,Dowle,70102,0,6,0,565,0,1,31,132101,9529,1,168,60,302,149332,1,4,60,2,1,40961,3,2,0,0,0,1,0,3,0,500,270291,14,2,0,30,0,8,3
Ed,Duckworth,60201,0,6,0,65,0,1,31,223101,3506,1,177,60,302,151095,0,4,73,2,0,27082,4,2,0,0,0,1,0,2,0,500,270293,14,1,0,30,0,1,5
Stacey,Fullicks,60302,0,20,0,504,0,1,31,122101,5510,1,177,2216,302,148897,1,4,72,2,1,40757,4,4,0,0,0,1,0,3,0,500,270294,14,2,0,30,0,1,3
Amy,Fearn,120102,0,3,0,536,5,1,31,143101,9522,1,168,2216,302,144308,2,4,67,2,1,40958,0,8,0,0,0,0,0,2,0,500,270295,14,2,0,30,0,8,0
Farai,Hallam,2150301,0,0,0,239,0,1,31,244101,1002,1,183,60,315,149944,0,4,78,2,0,27070,3,9,0,0,0,1,0,7,0,500,270296,14,6,0,30,0,2,0
Cristiana,Hattersley,120102,0,6,0,510,0,1,31,122101,9503,1,173,2216,315,150134,1,4,67,2,1,40958,0,8,0,0,0,1,0,2,0,500,270298,14,2,0,30,0,2,6
Emily,Heaslip,120102,0,20,0,582,0,1,31,122101,9506,1,168,2216,315,150100,1,4,62,2,1,40958,0,8,0,0,0,1,0,2,0,500,270299,14,2,0,30,0,8,19
Lauren,Impey,120102,0,20,0,728,0,1,31,132101,9524,1,166,60,315,148762,1,4,59,2,1,40954,3,8,0,0,0,1,0,2,0,500,270300,14,3,0,30,0,8,5
Lucy,May,1170502,0,20,0,508,0,1,31,132101,5504,1,173,2216,315,148617,1,4,62,2,1,40959,3,2,0,0,0,1,0,2,0,500,270302,14,2,0,30,0,2,5
Stacey,Pearson,70102,0,20,0,561,5,1,31,143101,5510,1,165,2216,302,147733,2,4,58,2,1,40757,4,4,0,0,0,1,0,3,0,500,270303,14,2,0,30,0,8,20
Yasmin,Saeed,120102,0,0,0,560,0,1,31,122101,7002,1,166,2216,302,151821,1,4,57,1,1,40950,0,5,0,0,0,1,0,4,0,500,270304,14,4,0,30,0,7,0
Elizabeth,Simms,120102,0,20,0,514,0,1,31,132101,5503,1,171,2216,315,143068,1,4,62,2,1,40757,4,4,0,0,0,1,0,3,0,500,270308,14,2,0,30,0,1,5
Robert,Massey-Ellis,60201,0,6,0,665,0,1,31,232001,26,1,174,60,315,146491,0,4,80,2,0,27078,4,5,0,0,0,1,0,1,0,500,270311,14,1,0,30,0,3,0
Sam,Mulhall,60201,0,6,243,118,0,1,31,232001,2021,1,177,60,315,148598,0,4,78,2,0,27036,4,10,0,0,0,1,0,2,0,500,270313,14,2,0,30,0,2,5
Jason,Richardson,70000,0,2,243,0,0,1,31,232001,47,1,179,60,315,148275,0,4,82,2,0,27099,0,5,0,0,0,1,0,2,0,500,270315,14,2,0,30,0,3,5
Elliott,Swallow,60201,0,3,0,655,0,1,31,232001,4010,1,181,60,302,150127,0,4,76,2,0,27036,4,10,0,0,0,1,0,2,0,500,270316,14,2,0,30,0,1,20
Richie,Watkins,70000,0,5,0,174,0,1,31,232001,3506,1,178,60,315,148183,0,4,77,2,0,27082,4,2,0,0,0,1,0,2,0,500,270317,14,2,0,30,0,1,1
Kaisley,Leal,70102,0,0,0,512,0,1,31,122101,5501,1,174,2221,315,149203,1,4,65,2,1,40966,3,5,0,0,0,0,0,4,0,500,272634,95,2,0,30,0,1,0
Kaiya,Blackwell,1170502,0,20,0,615,0,1,31,122101,7005,1,176,2221,315,148570,1,4,67,1,1,40964,1,3,0,0,0,0,0,4,0,500,272635,95,4,0,30,0,2,6
Paisleigh,Monroe,120102,0,2,0,500,0,1,31,132101,9503,1,176,2221,315,149504,1,4,68,2,1,40963,3,4,0,0,0,0,0,4,0,500,272636,95,2,0,30,0,2,2
Giovanna,Piñeda,120102,0,20,0,504,0,1,31,123101,7012,1,177,2221,315,148122,1,4,68,2,1,40962,0,4,0,0,0,0,0,4,0,500,272637,95,5,0,30,0,2,20
Jaylani,Velazquez,60302,0,21,0,71,0,1,31,130101,10004,1,173,2221,315,146733,1,4,59,2,1,40965,2,9,0,0,0,0,0,8,0,500,272638,95,8,0,30,0,1,0
Kimber,Burchfield,120102,0,19,0,281,0,1,31,132101,9008,1,174,2221,315,146313,1,4,62,2,1,40961,3,2,0,0,0,0,0,3,0,500,272639,95,2,0,30,0,1,6
Dilara,Dahmen,70102,0,1,0,512,0,1,31,122101,5501,1,172,2215,315,146938,1,4,62,2,1,40954,3,8,0,0,0,0,0,2,0,500,275116,21,2,0,30,0,2,1
Nina,Kramermann,120102,0,2,0,16,0,1,31,122101,5500,1,170,2215,315,146938,1,4,59,2,1,40959,3,2,0,0,0,0,0,2,0,500,275117,21,2,0,30,0,8,2
Bea,Mühlendorf,120102,0,5,0,623,5,1,31,122101,5502,1,170,2215,315,146938,2,4,59,2,1,40964,1,3,0,0,0,0,0,4,0,500,275118,21,2,0,30,0,8,5
Hilda,Schmitzenberg,120102,0,16,0,77,0,1,31,122101,5503,1,171,2215,315,146938,1,4,60,2,1,40963,3,4,0,0,0,0,0,4,0,500,275119,21,2,0,30,0,2,16
Aina,Corella,120102,0,1,0,615,0,1,31,132101,5505,1,168,2222,315,146938,1,4,60,2,1,40956,0,2,0,0,0,0,0,2,0,500,275120,45,3,0,30,0,8,1
Naroa,Lete,120102,0,6,0,552,0,1,31,141001,5505,1,171,2222,315,150590,1,4,61,1,1,40962,0,4,0,0,0,0,0,4,0,500,275121,45,4,0,30,0,2,6
Leire,Perlas,120102,0,12,0,928,0,1,31,122101,5506,1,173,2222,315,146938,1,4,61,2,1,40961,3,2,0,0,0,0,0,3,0,500,275122,45,3,0,30,0,2,12
Athenea,Pinilla,120102,0,2,0,617,0,1,31,122101,5507,1,176,2222,315,146938,1,4,63,2,1,40958,0,8,0,0,0,0,0,2,0,500,275123,45,3,0,30,0,2,2
Eunate,Pazos,120102,0,4,0,639,0,1,31,122101,5506,1,175,2222,315,146938,1,4,62,2,1,40964,1,3,0,0,0,0,0,4,0,500,275124,45,3,0,30,0,2,4
Ben,Atkinson,60201,0,6,287,221,0,1,31,232001,2,1,184,60,302,150064,0,4,81,2,0,27082,4,2,0,0,0,1,0,2,0,500,275992,14,2,0,30,0,2,6
Scott,Jackson,60201,0,2,0,167,0,1,31,223101,3517,1,181,60,315,148804,0,4,84,2,0,27071,0,2,0,0,0,1,0,2,0,500,275993,14,2,0,30,0,2,1
Danny,Middleton,1170502,0,15,0,37,0,1,31,232001,33,1,184,60,315,149792,0,4,86,2,0,27099,0,5,0,0,0,1,0,2,0,500,275994,14,1,0,30,0,3,4
Jacob,Miles,60201,0,19,0,117,0,1,31,232001,32,1,179,60,315,150009,0,4,76,2,0,27112,0,5,0,0,0,1,0,2,0,500,275995,14,2,0,30,0,2,20
Scott,Simpson,60201,0,6,0,65,0,1,31,232001,41,1,184,60,315,148811,0,4,79,2,0,27036,4,10,0,0,0,1,0,2,0,500,275996,14,2,0,30,0,3,5
Scott,Tallis,1170502,0,0,0,117,0,1,31,232001,3500,1,178,60,302,148677,0,4,86,2,0,27072,4,3,0,0,0,1,0,3,0,500,275997,14,2,0,30,0,3,4
Phoebe,Cross,120102,0,6,0,910,0,1,31,122101,5517,1,168,2216,315,150344,1,4,67,2,1,40959,3,2,0,0,0,0,0,2,0,500,276010,14,1,0,30,0,7,20
Mel,Burgin,70102,0,6,0,536,0,1,31,122101,9522,1,166,2216,315,148789,1,4,63,2,1,40966,3,5,0,0,0,1,0,4,0,500,276011,14,1,0,30,0,8,6
Ade,Soneye,60201,0,0,285,82,0,1,31,220001,3004,1,180,2216,302,149294,0,4,78,2,0,27050,4,9,0,0,0,1,0,9,0,500,276046,14,8,0,30,0,2,0
