chestbadge,shortsnumberplacementcode,shortsnumbercolorprimg,teamcolorsecb,shortsrenderingdetailmaptype,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,teamcolorprimg,shortsnumbercolorterb,shortsnumbercolorprimr,teamcolortertb,jerseynumbercolorterg,jerseynameoutlinecolorr,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseyrightsleevebadge,jerseynumbercolorprimb,jerseyshapestyle,jerseybacknameplacementcode,teamcolorprimr,jerseynamecolorg,jerseyleftsleevebadge,jerseynameoutlinecolorb,teamcolorsecg,shortsnumbercolorsecg,teamcolortertr,jerseynumbercolorsecg,renderingmaterialtype,shortsnumbercolorterr,teamcolorsecr,jerseycollargeometrytype,shortsnumbercolorterg,jerseynamecolorr,teamcolorprimb,jerseyrenderingdetailmaptype,jerseynameoutlinecolorg,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,teamcolortertg,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,powid,isinheritbasedetailmap,islocked,numberfonttype,jerseynamefonttype,teamkitid,teamcolorprimpercent,teamcolorsecpercent,year,captainarmband,teamtechid,isembargoed,hasadvertisingkit,jerseynameoutlinewidth,dlc,teamcolortertpercent,armbandtype,shortsnumberfonttype,shortstyle,jerseyfit,jerseyrestriction
0,0,12,29,0,0,12,12,12,12,29,12,12,29,12,12,12,0,12,0,12,0,0,29,12,0,12,29,12,29,12,0,12,29,0,12,12,29,0,12,12,12,12,29,12,1,5,-1,0,0,1,1,7483,99,99,0,0,6111,0,0,0,0,100,0,1,0,0,0
0,0,12,206,0,0,12,12,12,12,173,12,12,29,12,12,12,0,12,0,12,0,0,81,12,0,12,173,12,29,12,0,12,81,0,12,12,206,0,12,12,12,12,29,12,1,5,-1,0,0,1,1,7484,98,98,0,0,6112,0,0,0,0,100,0,1,0,0,0
0,0,220,48,0,0,220,220,220,220,108,220,220,29,220,220,220,0,220,0,220,0,0,242,220,0,220,108,220,29,220,0,220,242,0,220,220,48,0,220,220,220,220,29,220,1,5,-1,0,0,1,1,7485,98,98,0,0,6113,0,0,0,0,100,0,1,0,0,0
0,0,220,94,0,0,220,220,220,220,253,220,220,29,220,220,220,0,220,0,220,0,0,208,220,0,220,253,220,29,220,0,220,208,0,220,220,94,0,220,220,220,220,29,220,1,5,-1,0,0,1,1,7486,96,96,0,0,6114,0,0,0,0,100,0,1,0,0,0
0,0,12,29,0,0,12,12,12,12,29,12,12,29,12,12,12,0,12,0,12,0,0,29,12,0,12,29,12,29,12,0,12,29,0,12,12,29,0,12,12,12,12,29,12,1,5,-1,0,0,1,1,7487,99,99,0,0,6115,0,0,0,0,100,0,1,0,0,0
0,0,220,206,0,0,220,220,220,220,173,220,220,29,220,220,220,0,220,0,220,0,0,81,220,0,220,173,220,29,220,0,220,81,0,220,220,206,0,220,220,220,220,29,220,1,5,-1,0,0,1,1,7488,98,98,0,0,6116,0,0,0,0,100,0,1,0,0,0
0,0,12,48,0,0,12,12,12,12,108,12,12,29,12,12,12,0,12,0,12,0,0,242,12,0,12,108,12,29,12,0,12,242,0,12,12,48,0,12,12,12,12,29,12,1,5,-1,0,0,1,1,7489,98,98,0,0,6117,0,0,0,0,100,0,1,0,0,0
0,0,220,29,0,0,220,220,220,220,29,220,220,29,220,220,220,0,220,0,220,0,0,29,220,0,220,29,220,29,220,0,220,29,0,220,220,29,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,7288,98,98,0,0,6300,0,0,0,0,100,0,1,0,0,0
0,0,220,101,0,0,220,220,220,220,232,220,220,29,220,220,220,0,220,0,220,0,0,201,220,0,220,232,220,29,220,0,220,201,0,220,220,101,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,7289,98,98,0,0,6301,0,0,0,0,100,0,1,0,0,0
0,0,220,206,0,0,220,220,220,220,173,220,220,29,220,220,220,0,220,0,220,0,0,81,220,0,220,173,220,29,220,0,220,81,0,220,220,206,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,7290,98,98,0,0,6302,0,0,0,0,100,0,1,0,0,0
0,0,220,48,0,0,220,220,220,220,108,220,220,29,220,220,220,0,220,0,220,0,0,242,220,0,220,108,220,29,220,0,220,242,0,220,220,48,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,7291,98,98,0,0,6303,0,0,0,0,100,0,1,0,0,0
0,0,220,88,0,0,220,220,220,220,181,220,220,29,220,220,220,0,220,0,220,0,0,56,220,0,220,181,220,29,220,0,220,56,0,220,220,88,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,7292,98,98,0,0,6304,0,0,0,0,100,0,1,0,0,0
0,0,12,206,0,0,220,220,220,12,173,12,12,29,220,220,12,0,220,0,220,0,0,81,220,0,220,173,12,29,220,0,12,81,0,12,220,206,0,220,220,220,220,29,12,1,5,-1,0,0,1,1,13322,98,98,0,0,6305,0,0,0,0,100,1,1,0,0,0
0,0,12,29,0,0,12,12,12,12,29,12,12,29,12,12,12,0,12,0,12,0,0,29,12,0,12,29,12,29,12,0,12,29,0,12,12,29,0,12,12,12,12,29,12,1,5,-1,0,0,1,1,13323,99,99,0,0,6306,0,0,0,0,100,0,1,0,0,0
0,0,220,94,0,0,220,220,220,220,253,220,220,29,220,220,220,0,220,0,220,0,0,208,220,0,220,253,220,29,220,0,220,208,0,220,220,94,0,220,220,220,220,29,220,1,5,-1,0,0,1,1,13324,96,96,0,0,6307,0,0,0,0,100,0,1,0,0,0
0,0,220,48,0,0,220,220,220,220,108,220,220,29,220,220,220,0,220,0,220,0,0,242,220,0,220,108,220,29,220,0,220,242,0,220,220,48,0,220,220,220,220,29,220,1,5,-1,0,0,1,1,13325,98,98,0,0,6308,0,0,0,0,100,0,1,0,0,0
0,0,12,29,0,0,12,12,12,12,29,12,12,30,12,0,12,0,12,0,12,0,0,29,12,0,0,29,12,30,12,0,12,29,0,12,12,29,0,0,12,12,12,30,12,0,5,-1,0,0,1,1,14172,98,98,0,0,6310,0,0,0,0,99,0,1,3,0,0
0,0,12,0,0,0,12,12,12,12,249,12,12,30,12,0,12,0,12,0,12,0,0,230,12,0,0,249,12,30,12,0,12,230,0,12,12,0,0,0,12,12,12,30,12,0,5,-1,0,0,1,1,14171,98,98,0,0,6311,0,0,0,0,99,0,1,3,0,0
0,0,12,224,0,0,12,12,12,12,157,12,12,30,12,0,12,0,12,0,12,0,0,1,12,0,0,157,12,30,12,0,12,1,0,12,12,224,0,0,12,12,12,30,12,0,5,-1,0,0,1,1,14170,98,98,0,0,6312,0,0,0,0,99,0,1,3,0,0
0,0,12,34,0,0,12,12,12,12,28,12,12,30,12,0,12,0,12,0,12,0,0,222,12,0,0,28,12,30,12,0,12,222,0,12,12,34,0,0,12,12,12,30,12,0,5,-1,0,0,1,1,14169,96,96,0,0,6313,0,0,0,0,99,0,1,3,0,0
0,0,220,29,0,0,220,220,220,220,29,220,220,29,220,220,220,0,220,0,220,0,0,29,220,0,220,29,220,29,220,0,220,29,0,220,220,29,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,10439,98,98,0,0,6330,0,0,0,0,100,0,1,0,0,0
0,0,220,101,0,0,220,220,220,220,232,220,220,29,220,220,220,0,220,0,220,0,0,201,220,0,220,232,220,29,220,0,220,201,0,220,220,101,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,10440,98,98,0,0,6331,0,0,0,0,100,1,1,0,0,0
0,0,220,206,0,0,220,220,220,220,173,220,220,29,220,220,220,0,220,0,220,0,0,81,220,0,220,173,220,29,220,0,220,81,0,220,220,206,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,10441,98,98,0,0,6332,0,0,0,0,100,0,1,0,0,0
0,0,220,48,0,0,220,220,220,220,108,220,220,29,220,220,220,0,220,0,220,0,0,242,220,0,220,108,220,29,220,0,220,242,0,220,220,48,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,10442,98,98,0,0,6333,0,0,0,0,100,0,1,0,0,0
0,0,220,88,0,0,220,220,220,220,181,220,220,29,220,220,220,0,220,0,220,0,0,56,220,0,220,181,220,29,220,0,220,56,0,220,220,88,0,220,220,220,220,29,220,0,5,-1,0,0,1,2,10443,98,98,0,0,6334,0,0,0,0,100,1,1,0,0,0
0,0,230,88,0,0,230,230,230,230,152,20,230,24,20,0,230,1,20,0,230,0,0,152,230,0,0,216,230,24,230,0,20,232,0,20,230,152,0,0,230,230,20,24,230,0,6,-1,0,0,1,6,3845,0,0,0,0,7000,0,0,0,0,0,0,6,0,0,0
0,0,230,232,0,0,230,230,230,230,224,20,230,24,20,0,230,1,20,0,230,0,0,224,230,0,0,96,230,24,230,0,20,40,0,20,230,224,0,0,230,230,20,24,230,0,7,-1,0,0,1,6,3846,0,0,0,0,7000,0,0,0,0,0,0,6,0,0,0
0,0,230,88,0,0,230,230,230,230,152,20,230,24,20,0,230,1,20,0,230,0,0,152,230,0,0,216,230,24,230,0,20,232,0,20,230,152,0,0,230,230,20,24,230,0,8,-1,0,0,1,6,8388,0,0,0,0,7000,0,0,0,0,0,0,6,0,0,0
0,0,230,232,0,0,230,230,230,230,224,20,230,24,20,0,230,1,20,0,230,0,0,224,230,0,0,96,230,24,230,0,20,40,0,20,230,224,0,0,230,230,20,24,230,0,9,-1,0,0,1,6,8387,0,0,0,0,7000,0,0,0,0,0,0,6,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,4599,67,31,0,0,7509,0,0,0,0,85,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,4600,68,30,0,0,7510,0,0,0,0,77,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,4601,61,38,0,0,7511,0,0,0,0,85,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,251,12,254,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,6699,79,15,0,76,7512,0,0,0,0,78,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,253,12,0,12,0,12,0,7,12,12,0,0,0,12,12,12,253,12,0,0,-1,0,0,12,0,6700,66,30,0,76,7513,0,0,0,0,95,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8010,81,16,0,88,7514,0,0,0,0,93,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8011,53,39,0,88,7515,0,0,0,0,93,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,255,12,0,12,0,12,0,0,12,12,0,0,0,12,12,12,254,12,0,0,-1,0,0,12,0,8012,91,7,0,0,7516,0,0,0,0,93,0,12,0,0,0
0,1,12,241,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,0,12,252,12,0,12,0,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8013,82,7,0,88,7517,0,0,0,0,93,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,253,12,0,12,0,15,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8014,91,6,0,88,7518,0,0,0,0,91,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,253,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8015,69,25,0,88,7519,0,0,0,0,93,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,3,12,12,0,12,0,12,0,12,0,12,0,1,251,12,0,0,248,12,254,12,0,12,7,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,9091,42,32,0,0,7520,0,0,0,0,83,0,12,0,0,0
0,1,12,2,0,0,12,12,12,12,2,12,12,0,12,0,12,0,12,0,12,0,1,242,12,0,0,2,12,254,12,0,12,242,0,12,12,2,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,9092,96,96,0,0,7521,0,0,0,0,83,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,232,12,0,0,0,12,254,12,0,12,232,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,9093,99,99,0,0,7522,0,0,0,0,83,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,253,12,0,0,0,12,254,12,0,12,253,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,9094,94,94,0,0,7523,0,0,0,0,82,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,252,12,0,0,0,12,254,12,0,12,252,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,9095,99,99,0,0,7524,0,0,0,0,82,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,252,12,0,0,0,12,254,12,0,12,252,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,9096,97,97,0,0,7525,0,0,0,0,82,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,1,12,12,0,12,0,12,0,12,0,12,0,1,252,12,0,0,246,12,254,12,0,12,9,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,10116,48,26,0,0,7526,0,0,0,0,97,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,248,12,254,12,0,12,9,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,10117,85,9,0,0,7527,0,0,0,0,93,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,0,12,254,12,0,12,254,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,10118,95,95,0,0,7528,0,0,0,0,97,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,21,2,10233,61,29,0,0,7529,0,0,0,0,97,0,21,0,0,0
0,1,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,253,0,0,0,254,25,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,11770,67,25,0,0,7530,0,0,0,0,93,0,194,3,0,0
0,1,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,-1,0,0,194,102,11771,49,27,0,0,7531,0,0,0,0,93,0,194,3,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,0,0,0,0,0,254,0,0,0,254,25,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,11772,91,91,0,0,7532,0,0,0,0,95,0,194,3,0,0
0,1,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251,0,0,0,3,0,0,0,0,0,5,7,0,0,1,0,0,0,0,0,254,0,0,0,-1,0,0,194,102,11773,68,15,0,0,7533,0,0,0,0,95,0,194,3,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,0,0,0,0,0,254,0,0,0,253,7,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,11774,92,92,0,0,7534,0,0,0,0,96,0,194,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,228,0,0,0,246,0,229,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,11775,52,31,0,0,7535,0,0,0,0,92,0,194,0,0,0
0,1,0,0,0,1,0,0,0,0,2,0,0,254,0,0,0,0,0,0,0,0,1,252,0,0,0,249,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,11776,53,24,0,0,7536,0,0,0,0,98,0,194,6,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239,0,0,0,253,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,254,0,0,0,-1,0,0,194,102,11777,43,22,0,0,7537,0,0,0,0,90,0,194,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,1,253,0,0,0,3,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,11778,67,8,0,0,7538,0,0,0,0,96,0,194,0,0,0
0,1,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,254,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,12812,45,36,0,0,7539,0,0,0,0,95,0,194,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,0,0,0,254,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,12813,81,15,0,0,7540,0,0,0,0,93,0,194,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,0,0,0,251,0,254,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,12814,77,12,0,0,7541,0,0,0,0,93,0,194,0,0,0
0,1,0,218,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,1,239,0,0,0,0,0,0,0,0,0,37,0,0,0,16,0,0,0,0,0,0,0,0,0,-1,0,0,194,102,12815,59,20,0,0,7542,0,0,0,0,93,0,194,0,0,0
0,1,12,0,0,0,12,12,12,12,254,12,12,0,12,0,12,0,12,0,12,0,1,0,12,0,0,0,12,0,12,0,12,99,7,12,12,0,0,0,12,12,12,254,12,0,0,-1,0,0,194,102,14596,49,34,0,0,7543,0,0,0,0,95,0,194,0,0,0
0,1,12,253,0,0,12,12,12,12,0,12,12,0,12,12,12,0,12,0,12,0,1,254,12,0,12,0,12,253,12,0,12,1,7,12,12,0,0,12,12,12,12,0,12,0,0,-1,0,0,1,0,16012,77,14,0,0,7544,0,0,0,0,87,0,1,0,0,0
0,1,12,249,0,0,12,12,12,12,0,12,12,0,12,12,12,0,12,0,12,0,1,252,12,0,12,0,12,253,12,0,12,6,0,12,12,2,0,12,12,12,12,0,12,0,0,-1,0,0,1,0,16096,80,13,0,0,7545,0,0,0,0,92,0,1,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,231,12,0,0,229,12,231,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,4212,66,31,0,0,7551,0,0,0,0,100,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,11,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,6040,82,17,0,76,7565,0,0,0,0,88,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,253,12,0,0,254,12,254,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8021,75,22,0,88,7570,0,0,0,0,88,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,255,12,254,12,0,12,0,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8022,83,16,0,88,7571,0,0,0,0,96,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,244,12,0,0,0,12,254,12,0,12,244,4,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,14597,96,96,0,0,7572,0,0,0,0,85,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,5,12,12,0,12,0,12,0,12,0,12,0,1,250,12,0,0,114,12,254,12,0,12,142,4,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,14598,50,21,0,0,7573,0,0,0,0,97,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,253,12,0,0,253,12,253,12,0,12,1,0,12,12,1,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,14599,57,20,0,0,7574,0,0,0,0,96,0,12,0,0,0
0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,250,0,0,0,241,0,254,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,128,64,4229,46,10,0,0,7600,0,0,0,0,99,0,128,7,0,0
0,1,12,3,0,0,12,12,12,12,0,12,12,1,12,0,12,0,12,0,12,0,1,254,12,0,0,225,12,246,12,0,12,4,0,12,12,0,0,0,12,12,12,1,12,0,0,-1,0,0,12,0,4230,69,14,0,0,7601,0,0,0,0,99,0,12,0,0,0
0,1,12,253,0,0,12,12,12,12,0,12,12,249,12,0,12,0,12,0,12,0,1,254,12,0,0,0,12,0,12,0,12,0,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,4232,43,39,0,0,7603,0,0,0,0,53,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,12,12,0,12,0,12,0,1,254,12,0,12,0,12,252,12,0,12,254,19,12,12,0,0,12,12,12,12,0,12,0,0,-1,0,0,1,0,4228,91,91,0,0,7604,0,0,0,0,98,0,1,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,12,12,0,12,0,12,0,1,249,12,0,12,0,12,247,12,0,12,249,0,12,12,0,0,12,12,12,12,0,12,0,0,-1,0,0,1,0,4227,97,97,0,0,7605,0,0,0,0,86,0,1,0,0,0
0,1,12,2,0,0,12,12,12,12,0,12,12,36,12,12,12,0,12,0,12,0,1,253,12,0,12,252,12,0,12,0,12,0,7,12,12,0,0,12,12,12,12,254,12,0,0,-1,0,0,1,0,4225,81,11,0,0,7606,0,0,0,0,92,0,1,0,0,0
0,1,12,23,0,0,12,12,12,12,1,12,12,1,12,12,12,0,12,0,12,0,1,249,12,0,12,253,12,250,12,0,12,1,7,12,12,1,0,12,12,12,12,0,12,0,0,-1,0,0,1,0,4224,83,5,0,0,7607,0,0,0,0,95,0,1,0,0,0
0,1,12,1,0,0,12,12,12,12,254,12,12,0,12,0,12,0,12,0,12,0,1,1,12,0,0,3,12,254,12,0,12,252,0,12,12,1,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,6043,77,12,0,76,7616,0,0,0,0,96,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,250,12,0,0,252,12,254,12,0,12,2,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8016,81,14,0,88,7621,0,0,0,0,95,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,211,12,0,0,0,12,218,12,0,12,211,0,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,12,0,8017,96,96,0,88,7622,0,0,0,0,95,0,12,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,0,12,0,12,1,7,12,12,0,0,0,12,12,12,254,12,0,0,-1,0,0,12,0,8018,58,32,0,88,7623,0,0,0,0,94,0,12,0,0,0
0,1,12,0,0,1,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,237,12,0,0,243,12,247,12,0,12,0,2,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,93,46,8974,52,44,0,0,7624,0,0,0,0,95,0,92,3,0,0
0,1,12,1,0,0,12,12,12,12,1,12,12,0,12,0,12,0,12,0,12,0,1,243,12,0,0,1,12,247,12,0,12,243,2,12,12,1,0,0,12,12,12,0,12,0,0,-1,0,0,93,46,8975,91,91,0,0,7625,0,0,0,0,95,0,92,3,0,0
0,1,220,252,0,1,220,220,220,220,0,220,220,0,220,0,220,0,220,0,220,0,1,253,220,0,0,0,220,246,220,0,220,1,2,220,220,2,0,0,220,220,220,0,220,0,0,-1,0,0,94,13,8976,40,40,0,0,7626,0,0,0,0,95,0,10,3,0,0
0,1,12,1,0,0,12,12,12,12,1,12,12,0,12,0,12,0,12,0,12,0,1,244,12,0,0,1,12,249,12,0,12,244,2,12,12,1,0,0,12,12,12,0,12,0,0,-1,0,0,49,46,9933,95,95,0,0,7627,0,0,0,0,99,0,49,0,0,0
0,1,12,0,0,0,12,12,12,12,254,12,12,0,12,0,12,0,12,0,12,0,1,0,12,0,0,0,12,0,12,0,12,254,2,12,12,0,0,0,12,12,12,254,12,0,0,-1,0,0,117,46,9934,70,26,0,0,7628,0,0,0,0,98,0,128,0,0,0
0,1,12,250,0,0,220,220,220,12,0,12,12,0,220,0,12,0,220,0,220,0,1,0,220,0,0,0,12,246,220,0,12,0,2,12,220,250,0,0,220,220,220,0,12,0,0,-1,0,0,49,46,9935,94,94,0,0,7629,0,0,0,0,97,0,49,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,49,46,9936,89,7,0,0,7630,0,0,0,0,100,0,49,0,0,0
0,1,12,0,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,0,12,0,12,0,12,254,7,12,12,0,0,0,12,12,12,249,12,0,0,-1,0,0,138,73,9937,94,94,0,0,7631,0,0,0,0,98,0,138,0,0,0
0,1,12,230,0,0,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,250,12,0,0,0,12,0,12,0,12,25,7,12,12,4,0,0,12,12,12,254,12,0,0,-1,0,0,138,73,10554,65,12,0,0,7632,0,0,0,0,100,0,138,0,0,0
0,1,12,0,0,1,12,12,12,12,0,12,12,0,12,0,12,0,12,0,12,0,1,254,12,0,0,254,12,254,12,0,12,0,7,12,12,0,0,0,12,12,12,0,12,0,0,-1,0,0,138,73,10555,58,38,0,0,7633,0,0,0,0,95,0,138,0,0,0
0,1,12,0,0,0,12,12,12,12,251,12,12,0,12,0,12,0,12,0,12,0,1,0,12,0,0,0,12,0,12,0,12,251,0,12,12,0,0,0,12,12,12,254,12,0,0,-1,0,0,138,73,10556,51,47,0,0,7634,0,0,0,0,100,0,138,0,0,0
