stadiumname,swapcrowdplacement,stadiumid,teamid,forcedhome
Estadio de las Artes,0,158,131553,0
Estadio de las Artes,0,158,131554,0
Estadio de las Artes,0,158,131555,0
Estadio de las Artes,0,158,131556,0
Estadio de las Artes,0,158,131557,0
Estadio de las Artes,0,158,131558,0
Estadio de las Artes,0,158,131559,0
Estadio de las Artes,0,158,131560,0
Estadio de las Artes,0,158,131561,0
Estadio de las Artes,0,158,131562,0
Estadio de las Artes,0,158,131563,0
Estadio de las Artes,0,158,131564,0
Estadio de las Artes,0,158,131565,0
Estadio de las Artes,0,158,131566,0
Estadio de las Artes,0,158,131567,0
Estadio de las Artes,0,158,131568,0
Estadio de las Artes,0,158,131569,0
Estadio de las Artes,0,158,131570,0
Estadio de las Artes,0,158,131571,0
Estadio de las Artes,0,158,131572,0
Estadio de las Artes,0,158,131573,0
Estadio de las Artes,0,158,131574,0
Estadio de las Artes,0,158,131575,0
Estadio de las Artes,0,158,131576,0
Estadio de las Artes,0,158,131577,0
Estadio de las Artes,0,158,131578,0
Estadio de las Artes,0,158,131579,0
Estadio de las Artes,0,158,131580,0
Estadio de las Artes,0,158,131581,0
Estadio de las Artes,0,158,131582,0
Estadio de las Artes,0,158,131583,0
Estadio de las Artes,0,158,131584,0
Estadio de las Artes,0,158,131585,0
Estadio de las Artes,0,158,131586,0
Estadio de las Artes,0,158,131587,0
Estadio de las Artes,0,158,131588,0
Estadio de las Artes,0,158,131589,0
Estadio de las Artes,0,158,131590,0
Estadio de las Artes,0,158,131591,0
Estadio de las Artes,0,158,131592,0
Estadio de las Artes,0,158,131593,0
Estadio de las Artes,0,158,131594,0
Estadio de las Artes,0,158,131595,0
Estadio de las Artes,0,158,131596,0
Estadio de las Artes,1,158,131681,0
Estadio de las Artes,1,158,131682,0
Estadio de las Artes,0,158,131720,0
Estadio de las Artes,0,158,131724,0
Selhurst Park,0,330,131725,0
Stage Front Stadium,0,393,131733,0
Estadio de las Artes,0,158,131735,0
Estadio de las Artes,0,158,131739,0
