firstnameid,lastnameid,playerjerseynameid,commonnameid,role3,gkglovetypecode,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,artificialkey,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
8189,8189,8189,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40055,1,1,1,1,1,1,0,88,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40055,0,1,0,1,0,1,3,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8190,8190,8190,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40056,1,1,1,1,1,1,0,89,0,0,0,1,1,1,1,0,0,0,1,4,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40056,0,1,0,1,0,1,9,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11592,35039,13295,0,0,0,0,0,60201,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,5500,1,1,0,177,0,0,-1,1,0,155342,16,0,0,1,2,1,0,0,67,1,2,0,0,1,0,40057,1,1,1,1,1,1,0,90,0,0,0,1,1,1,1,0,0,0,1,5,1,0,0,161235,0,0,14,1,0,3,27,3,0,1,40057,0,1,0,1,0,1,4,0,1,500,3,0,0,2,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8191,8191,8191,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40058,1,1,1,1,1,1,0,91,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40058,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8192,8192,8192,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40059,1,1,1,1,1,1,0,92,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40059,0,1,0,1,0,1,5,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8193,8193,8193,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40060,1,1,1,1,1,1,0,93,0,0,0,1,1,1,1,0,0,0,1,7,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40060,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8194,8194,8194,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,40061,1,1,1,1,1,1,0,94,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40061,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8195,8195,8195,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40062,1,1,1,1,1,1,0,95,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40062,0,1,0,1,0,1,3,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8196,8196,8196,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40063,1,1,1,1,1,1,0,96,0,0,0,1,1,1,1,0,0,0,1,5,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40063,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8197,8197,8197,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40064,1,1,1,1,1,1,0,97,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40064,0,1,0,1,0,1,3,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8198,8198,8198,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40065,1,1,1,1,1,1,0,98,0,0,0,1,1,1,1,0,0,0,1,9,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40065,0,1,0,1,0,1,10,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8199,8199,8199,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40066,1,1,1,1,1,1,0,99,0,0,0,1,1,1,1,0,0,0,1,9,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40066,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11592,35039,13295,0,0,0,0,0,60201,0,0,28,1,0,1,0,0,0,1,0,45,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,220001,1,2028,1,1,1,0,0,5500,1,1,0,173,0,0,-1,1,0,142749,16,0,0,1,2,1,0,0,70,1,2,0,0,1,0,40067,1,1,1,1,1,1,0,100,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,161235,0,0,14,1,0,3,27,2,0,1,40067,0,1,0,1,0,1,8,0,1,500,3,0,0,9,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8200,8200,8200,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40068,1,1,1,1,1,1,0,101,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40068,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
29390,23719,23719,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40069,1,1,1,1,1,1,0,102,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,161235,0,0,14,1,0,3,27,3,0,1,40069,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8201,8201,8201,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40070,1,1,1,1,1,1,0,103,0,0,0,1,1,1,1,0,0,0,1,9,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40070,0,1,0,1,0,1,5,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8202,8202,8202,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40071,1,1,1,1,1,1,0,104,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40071,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8203,8203,8203,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40072,1,1,1,1,1,1,0,105,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40072,0,1,0,1,0,1,5,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8204,8204,8204,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40073,1,1,1,1,1,1,0,106,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40073,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8205,8205,8205,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40074,1,1,1,1,1,1,0,107,0,0,0,1,1,1,1,0,0,0,1,5,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40074,0,1,0,1,0,1,3,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8206,8206,8206,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40075,1,1,1,1,1,1,0,108,0,0,0,1,1,1,1,0,0,0,1,8,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40075,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8207,8207,8207,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40076,1,1,1,1,1,1,0,109,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40076,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8208,8208,8208,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40077,1,1,1,1,1,1,0,110,0,0,0,1,1,1,1,0,0,0,1,5,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40077,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8209,8209,8209,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40078,1,1,1,1,1,1,0,111,0,0,0,1,1,1,1,0,0,0,1,4,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40078,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8210,8210,8210,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40079,1,1,1,1,1,1,0,112,0,0,0,1,1,1,1,0,0,0,1,4,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40079,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8211,8211,8211,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40080,1,1,1,1,1,1,0,113,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40080,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8212,8212,8212,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40081,1,1,1,1,1,1,0,114,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40081,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8213,8213,8213,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40082,1,1,1,1,1,1,0,115,0,0,0,1,1,1,1,0,0,0,1,5,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40082,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8214,8214,8214,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40083,1,1,1,1,1,1,0,116,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40083,0,1,0,1,0,1,3,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8215,8215,8215,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40084,1,1,1,1,1,1,0,117,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40084,0,1,0,1,0,1,3,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8216,8216,8216,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40085,1,1,1,1,1,1,0,118,0,0,0,1,1,1,1,0,0,0,1,4,0,0,0,160231,0,0,14,1,0,3,27,3,0,1,40085,0,1,0,1,0,1,6,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8217,8217,8217,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40086,1,1,1,1,1,1,0,119,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40086,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8218,8218,8218,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40087,1,1,1,1,1,1,0,120,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,160231,0,0,14,1,0,3,27,4,0,1,40087,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8219,8219,8219,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40088,1,1,1,1,1,1,0,121,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40088,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
8220,8220,8220,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40089,1,1,1,1,1,1,0,122,0,0,0,1,1,1,1,0,0,0,1,8,0,0,0,160231,0,0,14,1,0,3,27,2,0,1,40089,0,1,0,1,0,1,4,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
36796,36796,36796,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,40104,1,1,1,1,1,1,0,123,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,161232,0,0,14,1,0,3,27,2,0,1,40104,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
36798,36798,36798,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40130,1,1,1,1,1,1,0,124,0,0,0,1,1,1,1,0,0,0,1,4,0,0,0,161235,0,0,14,1,0,3,27,4,0,1,40130,0,1,0,1,0,1,7,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
36797,36797,36797,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40135,1,1,1,1,1,1,0,125,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,161235,0,0,14,1,0,3,27,4,0,1,40135,0,1,0,1,0,1,3,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
30301,30301,30301,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,40400,1,1,1,1,1,1,0,126,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,161235,0,0,14,1,0,3,27,2,0,1,40400,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
30309,30309,30309,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,40401,1,1,1,1,1,1,0,127,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,161235,0,0,14,1,0,3,27,3,0,1,40401,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11592,39278,13295,0,0,0,0,0,60201,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,2,0,0,1,0,40402,1,1,1,1,1,1,0,128,0,0,0,1,1,1,1,0,0,0,1,9,0,0,0,161235,0,0,14,1,0,3,27,3,0,1,40402,0,1,0,1,0,1,3,0,1,500,3,0,0,2,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11592,33957,13295,0,0,0,0,0,60201,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,2,0,0,1,0,40405,1,1,1,1,1,1,0,129,0,0,0,1,1,1,1,0,0,0,1,9,0,0,0,161235,0,0,14,1,0,3,27,2,0,1,40405,0,1,0,1,0,1,9,0,1,500,3,0,0,2,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
30305,30305,30305,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,40410,1,1,1,1,1,1,0,130,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,161235,0,0,14,1,0,3,27,2,0,1,40410,0,1,0,1,0,1,5,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
30306,30306,30306,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,40411,1,1,1,1,1,1,0,131,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,161235,0,0,14,1,0,3,27,2,0,1,40411,0,1,0,1,0,1,2,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
30307,30307,30307,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,40412,1,1,1,1,1,1,0,132,0,0,0,1,1,1,1,0,0,0,1,9,0,0,0,161235,0,0,14,1,0,3,27,3,0,1,40412,0,1,0,1,0,1,3,0,1,500,3,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
