firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Ed,Duckworth,30301,0,6,0,65,0,1,15,223101,3506,1,177,2216,1,151095,0,4,73,2,0,27082,4,2,0,0,0,1,0,2,0,500,270293,14,1,0,0,0,1,5
Stacey,Fullicks,1140503,0,20,0,504,0,1,15,122101,5510,1,177,2216,1,148897,1,4,72,2,1,40757,2,4,0,0,0,1,0,3,0,500,270294,14,2,0,0,0,1,3
Farrai,Hallam,50101,1,0,0,239,0,1,15,224001,1002,1,186,2216,1,149944,0,4,84,2,0,27070,3,9,0,0,0,1,0,7,0,500,270296,14,6,0,0,0,5,0
Cristiana,Hattersley,1150000,0,6,0,510,0,1,15,122101,9503,1,173,2216,1,150134,1,4,67,2,1,40958,4,8,0,0,0,1,0,2,0,500,270298,14,2,0,0,0,2,6
Emily,Heaslip,1150000,0,20,0,582,0,1,15,122101,9506,1,168,2216,1,150100,1,4,62,2,1,40958,4,8,0,0,0,1,0,2,0,500,270299,14,2,0,0,0,8,19
Lauren,Impey,1150000,0,20,0,35,0,1,15,132101,9516,1,170,2216,1,148762,1,4,59,2,1,40954,0,8,0,0,0,1,0,2,0,500,270300,14,2,0,0,0,8,19
Lucy,May,1150101,0,20,0,508,0,1,15,132101,5504,1,173,2216,1,148617,1,4,62,2,1,40959,0,2,0,0,0,1,0,2,0,500,270302,14,2,0,0,0,2,5
Stacey,Pearson,1150501,0,20,0,561,5,1,15,143101,5510,1,165,2216,1,147733,2,4,58,2,1,40757,2,4,0,0,0,1,0,3,0,500,270303,14,2,0,0,0,8,20
Yasmin,Saeed,1150000,0,0,0,560,0,1,15,122101,7002,1,166,2216,1,151821,1,4,57,1,1,40950,4,5,0,0,0,1,0,4,0,500,270304,14,4,0,0,0,7,0
Jane,Simms,1150000,0,20,0,514,0,1,15,132101,5503,1,171,2216,1,143068,1,4,62,2,1,40757,2,4,0,0,0,1,0,3,0,500,270308,14,2,0,0,0,1,5
Paula,Wyatt,1150000,0,6,0,508,0,1,15,132101,5504,1,172,2216,1,148796,1,4,61,2,1,40954,0,8,0,0,0,1,0,2,0,500,270309,14,2,0,0,0,2,16
Steven,Hughes,1130201,0,20,0,0,0,1,15,253101,2,1,182,2216,1,143429,0,4,80,2,0,27099,0,5,0,0,0,1,0,2,0,500,270310,14,2,0,0,0,2,1
Robert,Massey-Ellis,30301,0,6,0,655,0,1,0,232001,26,1,174,2216,0,146491,0,4,80,2,0,27078,4,5,0,0,0,1,0,1,0,500,270311,14,2,0,0,0,3,0
Dane,McCarrick,30301,0,2,243,655,0,1,15,223101,68,1,179,2216,1,150837,0,4,79,2,0,27071,0,2,0,0,0,1,0,2,0,500,270312,14,2,0,0,0,2,1
Sam,Mulhall,30301,0,6,243,118,0,1,15,232001,2021,1,177,2216,1,148598,0,4,78,2,0,27082,4,2,0,0,0,1,0,2,0,500,270313,14,2,0,0,0,2,5
Jack,Packman,1130201,0,20,0,117,0,1,15,232001,8,1,177,2216,1,149618,0,4,78,2,0,27072,4,3,0,0,0,1,0,3,0,500,270314,14,2,0,0,0,1,0
Jason,Richardson,1130201,0,2,243,150,0,1,15,232001,47,1,179,2216,1,148275,0,4,82,2,0,27078,4,5,0,0,0,1,0,1,0,500,270315,14,2,0,0,0,3,4
Elliott,Swallow,30301,0,20,0,655,0,1,15,232001,36,1,181,2216,1,150127,0,4,76,2,0,27036,4,10,0,0,0,1,0,2,0,500,270316,14,2,0,0,0,1,20
Richie,Watkins,1130201,0,5,0,174,0,1,15,232001,3506,1,178,2216,1,148183,0,4,77,2,0,27082,4,2,0,0,0,1,0,2,0,500,270317,14,2,0,0,0,1,1
Kaisley,Leal,1150501,0,0,0,512,0,1,0,122101,5501,1,174,2221,1,149203,1,4,65,2,1,40966,0,5,0,0,0,0,0,4,0,500,272634,95,2,0,0,0,1,0
Kaiya,Blackwell,1150101,0,20,0,615,0,1,0,122101,7005,1,176,2221,1,148570,1,4,67,1,1,40964,0,3,0,0,0,0,0,4,0,500,272635,95,4,0,0,0,2,6
Paisleigh,Monroe,1150000,0,2,0,500,0,1,0,132101,9503,1,176,2221,1,149504,1,4,68,2,1,40963,0,4,0,0,0,0,0,4,0,500,272636,95,2,0,0,0,2,2
Giovanna,Piñeda,1150000,0,20,0,504,0,1,0,123101,7012,1,177,2221,0,148122,1,4,68,2,1,40962,0,4,0,0,0,0,0,4,0,500,272637,95,5,0,0,0,2,20
Jaylani,Velazquez,1140503,0,21,0,71,0,1,0,130101,10004,1,173,2221,1,146733,1,4,59,2,1,40965,0,9,0,0,0,0,0,8,0,500,272638,95,8,0,0,0,1,0
Kimber,Burchfield,1150000,0,19,0,281,0,1,0,132101,9008,1,174,2221,1,146313,1,4,62,2,1,40961,0,2,0,0,0,0,0,3,0,500,272639,95,2,0,0,0,1,6
Dilara,Dahmen,1150501,0,1,0,512,0,1,15,122101,5501,1,172,2215,1,146938,1,4,62,2,1,40954,0,8,0,0,0,0,0,2,0,500,275116,21,2,0,0,0,2,1
Nina,Kramermann,1150000,0,2,0,16,0,1,15,122101,5500,1,170,2215,1,146938,1,4,59,2,1,40959,0,2,0,0,0,0,0,2,0,500,275117,21,2,0,0,0,8,2
Bea,Mühlendorf,1150000,0,5,0,623,5,1,15,122101,5502,1,170,2215,1,146938,2,4,59,2,1,40964,0,3,0,0,0,0,0,4,0,500,275118,21,2,0,0,0,8,5
Hilda,Schmitzenberg,1150000,0,16,0,77,0,1,15,122101,5503,1,171,2215,1,146938,1,4,60,2,1,40963,0,4,0,0,0,0,0,4,0,500,275119,21,2,0,0,0,2,16
Aina,Corella,1150000,0,1,0,615,0,1,0,132101,5505,1,168,2222,0,146938,1,4,60,2,1,40956,2,2,0,0,0,0,0,2,0,500,275120,45,3,0,0,0,9,1
Naroa,Lete,1150000,0,6,0,552,0,1,0,141001,5505,1,171,2222,0,150590,1,4,61,1,1,40962,0,4,0,0,0,0,0,4,0,500,275121,45,4,0,0,0,3,6
Leire,Perlas,1150000,0,12,0,928,0,1,0,122101,5506,1,173,2222,0,146938,1,4,61,2,1,40961,0,2,0,0,0,0,0,3,0,500,275122,45,3,0,0,0,3,12
Athenea,Pinilla,1150000,0,2,0,617,0,1,0,122101,5507,1,176,2222,0,146938,1,4,63,2,1,40958,4,8,0,0,0,0,0,2,0,500,275123,45,3,0,0,0,3,2
Eunate,Pazos,1150000,0,4,0,639,0,1,0,122101,5506,1,175,2222,0,146938,1,4,62,2,1,40964,0,3,0,0,0,0,0,4,0,500,275124,45,3,0,0,0,3,4
Ben,Atkinson,30301,0,6,287,221,0,1,15,232001,2,1,184,60,1,150064,0,4,81,2,0,27082,4,2,0,0,0,1,0,2,0,500,275992,14,2,0,0,0,2,6
Scott,Jackson,30301,0,2,0,167,0,1,15,223101,3517,1,181,60,0,148804,0,4,84,2,0,27071,0,2,0,0,0,1,0,2,0,500,275993,14,2,0,0,0,2,1
Danny,Middleton,1150101,0,15,0,37,0,1,15,232001,33,1,184,60,0,149792,0,4,86,2,0,27099,0,5,0,0,0,1,0,2,0,500,275994,14,1,0,0,0,3,4
Jacob,Miles,30301,0,19,0,117,0,1,15,232001,32,1,179,60,0,150009,0,4,76,2,0,27112,0,5,0,0,0,1,0,2,0,500,275995,14,2,0,0,0,2,20
Scott,Simpson,30301,0,6,0,65,0,1,15,232001,41,1,184,60,0,148811,0,4,79,2,0,27036,4,10,0,0,0,1,0,2,0,500,275996,14,2,0,0,0,3,5
Scott,Tallis,1150101,0,0,0,117,0,1,15,232001,3500,1,178,60,1,148677,0,4,86,2,0,27072,4,3,0,0,0,1,0,3,0,500,275997,14,2,0,0,0,3,4
Phoebe,Cross,1150000,0,6,0,910,0,1,15,122101,5517,1,168,2216,0,150344,1,4,67,2,1,40959,0,2,0,0,0,0,0,2,0,500,276010,14,1,0,0,0,7,20
Mel,Burgin,1150501,0,6,0,536,0,1,15,122101,9522,1,166,2216,0,148789,1,4,63,2,1,40966,0,5,0,0,0,1,0,4,0,500,276011,14,1,0,0,0,8,6
Ade,Soneye,30301,1,0,285,82,0,1,15,220001,3004,1,180,2216,1,149294,0,4,78,2,0,27050,4,9,0,0,0,1,0,9,0,500,276046,14,8,0,0,0,2,0
