competitioncolor1g,badge_ls,competitionid,competitioncolor2r,competitioncolor2g,competitioncolor1b,badge_rs,competitioncolor1r,competitioncolor2b,badge_chest_champions,badge_ls_champions,badge_chest,badge_rs_champions,goalscoringrecord,hasmediarope,celebrationmediapen,isteampitchflagenabledstage,isstanchionflamethrowerenabledstage,celebrationsponsorboard,winterballid,goaljingle,isstadiumdressingenabledstage,isgoallinetechcompenabledstage,abbapenalties,hasvikingclap,subsonbench,competitionimportance,finalballid,presassettwo,adboardplacement,iscompetitionscarfenabled,authentictarpadboardb,introanthemidle,isbannerenabled,pitchtarps,ischampionboardenabled,introconfetti,colorregion,isuniqueadboardscompenabled,ishandshakeboardenabled,country_lock,isballplinthenabledstage,hasstandingcrowd,iscompetitionpoleflagenabled,isteampitchflagenabled,isflamethrowercannonsenabled,hasmascot,iscenterpitchflagenabledstage,iscompetitioncrowdcardsenabled,player_display_pts,isarchwayenabled,isgoallinetechcompenabled,authenticwipe,isrealcompetition,replay360degree,isuniquetrophypedestalenabled,custombibs,isinjuryboardenabled,isintroconfettienabledstage,inflatables,player_display_ptw_tr,iswomencompetition,isstadiumdressingunique,isvanishingsprayhomeenabled,isflamethrowercannonsenabledstage,hasauthentictarpads,isvanishingsprayenabled,finalstadium,stanchionflamethrower,has_var,languageregion,ispitchtarpsenabledstage,celebrationbackboard,adboardplacementstage,isstadiumdressinguniquestage,iscenterpitchflagenabled,crowdregion,pitchbranding,isgoallinetechhomeleagueenabled,stadiumcrowdmap,ballid,celebrationstage,authentictarpadboarda,celebrationarchedboard,isballplinthenabled,introteamportrait,onpitchgraphics,crowdskintonecode,competitionchampionid,haslargeflag,isarchwayenabledstage,isgoalnetadsenabledstage,isstadiumdressingenabled,goalnetads
1,0,2094,1,1,1,0,1,1,0,0,0,0,0,1,0,9,9,0,-1,0,9,9,0,0,7,1,119,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,119,0,0,0,0,0,0,2,-1,0,9,9,0,0
1,0,2095,1,1,1,0,1,1,0,0,0,0,0,1,0,9,9,0,-1,0,9,9,0,0,7,1,44,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,44,0,0,0,0,0,0,2,-1,0,9,9,0,0
1,0,2096,1,1,1,0,1,1,0,0,0,0,0,1,0,9,9,0,-1,0,9,9,0,0,7,1,147,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,147,0,0,0,0,0,0,2,-1,0,9,9,0,0
10,-1,2118,216,183,10,-1,10,89,-1,-1,-1,-1,0,1,1,9,0,0,-1,0,9,9,0,1,7,1,-1,0,0,0,0,0,0,0,0,0,3,0,0,223,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,1,0,1,9,0,9,9,0,0,0,1,0,6,1,0,0,0,0,0,2,-1,0,9,9,0,0
21,-1,2136,250,250,27,-1,156,250,-1,-1,-1,-1,0,1,1,0,9,1,7,0,0,0,0,0,7,1,66,0,0,1,0,1,1,0,0,0,0,0,0,-1,0,0,0,1,2,1,0,0,2,1,1,1,1,0,0,0,0,9,0,0,1,1,1,8,0,1,0,0,1,1,9,0,9,0,1,0,0,1,1,66,1,0,1,1,1,0,2,113009,0,0,9,1,0
21,-1,2139,250,250,27,-1,156,250,-1,-1,-1,-1,0,1,1,0,9,1,67,0,9,0,0,0,7,0,66,0,0,1,0,1,1,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,9,0,0,1,0,1,9,0,1,0,0,0,1,9,0,9,9,1,0,0,1,1,66,1,0,0,1,1,0,2,-1,0,9,9,0,0
41,-1,2149,237,49,111,102149,18,35,-1,502149,-1,-1,0,0,1,9,9,1,133,0,9,9,0,0,7,1,133,0,0,0,14,0,1,5,0,0,0,0,1,159,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,9,8,0,0,0,1,9,1,1,0,0,0,1,0,0,9,9,1,0,0,0,0,133,1,3,1,1,1,0,2,113146,0,9,9,0,0
45,-1,2161,214,214,149,-1,2,214,-1,-1,-1,-1,0,0,0,9,9,0,7,0,0,9,0,0,7,0,66,0,0,0,0,0,1,0,0,0,3,0,0,-1,0,0,1,0,0,0,9,1,0,1,0,1,0,0,0,0,0,9,0,0,0,0,1,9,0,1,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,1,2,-1,0,0,9,1,0
45,-1,2162,214,214,149,-1,2,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,0,9,0,0,7,1,66,0,0,0,0,0,1,0,0,0,3,0,0,-1,0,0,1,0,0,0,9,1,0,1,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,1,2,-1,0,0,9,1,0
113,-1,2163,214,214,74,-1,0,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,0,9,0,0,7,0,66,0,0,0,0,0,1,0,0,0,3,0,0,-1,0,0,1,0,0,0,9,1,0,1,0,1,0,0,0,0,0,9,0,0,0,0,1,9,0,1,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,1,2,-1,0,0,9,1,0
113,-1,2164,214,214,74,-1,0,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,0,9,0,0,7,1,66,0,0,0,0,0,1,0,0,0,3,0,0,-1,0,0,1,0,0,0,9,1,0,1,0,1,0,0,0,0,0,9,0,0,0,0,1,9,0,1,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,1,2,-1,0,0,9,1,0
2,-1,2166,214,214,85,-1,149,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,6,0,0,0,0,0,0,2,-1,0,9,9,0,0
45,-1,2167,214,214,149,-1,2,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,6,0,0,0,0,0,0,2,-1,0,9,9,0,0
45,-1,2168,214,214,149,-1,2,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,6,0,0,0,0,0,0,2,-1,0,9,9,0,0
113,-1,2169,214,214,74,-1,0,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,1,0,0,0,0,0,0,-1,9,0,1,0,0,0,9,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,0,0,0,2,-1,0,9,9,0,0
255,-1,2170,255,50,255,100019,255,50,0,-1,0,5019,0,1,1,9,9,2,50,1,9,0,0,0,7,1,49,0,0,1,14,0,1,3,0,1,5,1,0,21,0,0,1,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,1,9,1,1,0,0,0,3,0,2,9,9,2,0,0,1,0,49,2,3,0,2,0,0,2,-1,0,9,9,0,0
10,0,2173,216,183,10,0,10,89,0,0,0,0,0,1,1,0,9,0,-1,0,9,0,0,1,7,1,6,0,1,1,0,0,1,0,0,1,3,0,3,-1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,1,9,1,0,9,1,0,0,1,1,6,1,0,0,1,1,1,2,-1,0,0,0,0,1
1,-1,2187,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2188,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2189,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2190,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2191,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2192,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2193,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2194,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2195,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
1,-1,2196,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,66,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,0,2,-1,0,0,9,0,0
255,-1,2215,20,20,255,102215,255,20,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,82,0,1,1,0,0,1,0,0,0,4,0,0,21,0,1,1,0,0,1,9,0,0,0,1,0,1,0,1,0,0,9,0,0,1,0,1,9,0,1,0,0,0,3,9,0,0,9,0,0,1,1,0,82,2,0,0,2,0,0,2,115995,0,9,9,0,0
21,-1,2216,216,36,71,102216,46,101,-1,-1,-1,502216,22,1,0,9,9,0,193,0,9,0,0,0,7,1,192,0,1,0,0,0,1,0,0,0,3,1,0,14,0,1,1,0,0,0,9,1,0,2,1,3,1,0,1,0,0,9,0,0,1,0,1,9,0,1,0,0,0,1,9,0,0,9,0,0,1,1,0,192,2,0,0,2,1,0,2,116010,0,0,9,0,0
54,-1,2218,250,250,129,102218,0,250,-1,-1,-1,502218,42,1,0,9,9,0,67,0,9,0,0,0,7,1,66,0,1,1,0,0,1,0,0,0,4,0,0,18,0,1,1,0,0,1,0,0,0,2,1,3,1,0,1,0,0,9,0,0,1,0,1,9,0,1,0,0,1,2,9,0,0,9,2,0,1,1,0,66,2,0,2,2,1,0,2,-1,0,0,0,0,1
0,-1,2221,0,0,153,-1,0,0,-1,-1,-1,-1,15,1,0,9,9,0,76,0,0,9,0,0,7,1,76,0,0,1,0,0,1,0,0,0,0,0,0,95,0,0,1,0,0,0,9,0,0,0,0,3,1,0,1,0,0,9,0,0,1,0,1,9,0,1,0,0,1,1,9,0,9,9,0,0,1,0,0,76,2,0,0,2,0,0,2,116302,0,9,9,1,0
234,-1,2222,26,99,210,102222,0,255,-1,-1,-1,502222,0,1,1,9,9,0,197,0,9,9,0,0,7,1,196,0,1,0,0,0,1,0,0,0,4,1,0,45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9,0,0,1,0,0,9,0,0,0,0,0,5,9,0,0,9,2,0,0,1,0,196,2,0,0,2,0,0,2,116325,0,9,9,0,0
0,-1,2226,255,255,0,-1,0,255,-1,-1,-1,-1,0,1,1,9,9,0,67,0,9,9,0,0,7,1,66,0,0,0,0,0,1,0,0,0,3,0,0,-1,0,0,1,0,0,0,9,0,0,0,0,1,1,0,0,0,0,9,0,0,1,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,66,1,0,0,1,0,0,2,-1,0,9,9,0,0
10,-1,3000,216,183,10,-1,10,89,-1,-1,-1,-1,0,1,1,0,9,0,-1,0,0,0,0,1,7,0,-1,0,1,1,0,0,1,1,0,1,3,0,0,223,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,8191,0,0,0,1,9,1,1,0,0,0,1,0,1,0,9,1,0,0,1,0,6,1,0,0,1,1,1,2,-1,0,0,0,1,1
5,-1,3001,227,200,12,-1,124,103,-1,-1,-1,-1,0,1,1,0,0,0,-1,0,0,0,0,1,7,1,-1,1,1,1,0,0,1,1,0,1,3,0,0,223,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,8191,0,0,0,1,8,1,1,0,1,0,1,0,1,0,9,1,0,0,1,1,6,1,0,0,1,1,1,2,-1,0,0,0,1,1
46,-1,3005,250,250,96,-1,26,250,-1,-1,-1,-1,13,1,1,9,9,1,7,0,0,6,0,0,7,1,37,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,9,1,0,0,1,2,1,0,0,0,0,9,2,0,0,0,1,9,0,1,0,0,0,1,9,0,0,9,0,0,0,0,2,37,1,0,1,1,1,0,2,-1,0,9,9,1,0
1,-1,3010,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,0,9,0,-1,0,0,0,0,0,7,0,-1,0,1,1,0,0,1,1,0,1,3,0,0,223,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,1,0,1,0,9,1,0,0,1,0,6,1,0,0,1,1,1,2,-1,0,0,0,1,1
1,-1,3011,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,0,0,0,-1,0,0,0,0,1,7,1,-1,1,1,1,0,0,1,1,0,1,3,0,0,223,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,1,0,1,0,1,0,9,1,0,0,1,1,6,1,0,0,1,1,1,2,-1,0,0,0,1,1
1,-1,3020,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,0,9,0,-1,0,0,0,0,1,7,0,-1,0,1,1,0,0,1,1,0,1,3,0,0,223,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,1,0,1,0,9,1,0,0,1,0,6,1,0,0,1,1,1,2,-1,0,0,0,1,1
1,-1,3021,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,0,0,0,-1,0,0,0,0,1,7,1,-1,1,1,1,0,0,1,1,0,1,3,0,0,223,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,1,0,1,0,1,0,9,1,0,0,1,1,6,1,0,0,1,1,1,2,-1,0,0,0,1,1
1,-1,3030,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,0,9,0,-1,0,0,0,0,1,7,0,-1,0,1,1,0,0,1,1,0,1,3,0,0,223,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,1,0,1,0,9,1,0,0,1,0,6,1,0,0,1,1,1,2,-1,0,0,0,1,1
1,-1,3031,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,0,0,0,-1,0,0,0,0,1,7,1,-1,1,1,1,0,0,1,1,0,1,3,0,0,223,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,1,0,1,0,1,0,9,1,0,0,1,1,6,1,0,0,1,1,1,2,-1,0,0,9,1,0
1,-1,5060,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,9,9,0,180,0,9,9,0,0,7,1,180,0,0,1,0,0,1,0,0,0,5,0,0,-1,0,1,1,0,0,0,9,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,1,9,0,1,0,0,0,23,9,0,9,9,0,0,0,1,0,180,0,0,0,1,1,0,2,-1,0,9,9,0,0
45,-1,5065,214,214,149,-1,2,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,0,9,0,0,7,1,66,0,0,0,0,0,1,0,0,0,3,0,0,-1,0,0,1,0,0,0,9,1,0,1,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,1,2,-1,0,0,9,1,0
45,-1,5066,214,214,149,-1,2,214,-1,-1,-1,-1,0,1,0,9,9,0,7,0,0,9,0,0,7,1,66,0,0,0,0,0,1,0,0,0,3,0,0,-1,0,0,1,0,0,0,9,1,0,1,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,1,66,0,0,0,1,0,1,2,-1,0,0,9,1,0
175,-1,5067,255,255,225,-1,100,255,-1,-1,-1,-1,16,1,0,9,9,0,7,0,9,9,0,0,7,1,37,0,0,0,0,0,1,0,0,1,1,0,0,-1,8,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,192,0,1,5,9,0,9,9,0,0,0,1,0,37,1,0,0,1,0,0,7,-1,0,9,9,0,0
64,-1,5068,250,250,98,-1,5,250,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,151,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,151,0,0,0,1,0,0,2,-1,0,9,9,0,0
64,-1,5069,250,250,98,-1,5,250,-1,-1,-1,-1,0,1,0,9,9,0,7,0,9,9,0,0,7,1,151,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,9,0,9,9,0,0,0,1,0,151,0,0,0,1,0,0,2,-1,0,9,9,0,0
